reviewid,title,url,score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year
10494,werewolves and lollipops,http://pitchfork.com/reviews/albums/10494-werewolves-and-lollipops/,8,0,jessica suarez,contributor,2007-08-02,3,2,8,2007
10455,big science,http://pitchfork.com/reviews/albums/10455-big-science/,8.7,0,joshua klein,,2007-08-02,3,2,8,2007
10468,while my guitar violently bleeds,http://pitchfork.com/reviews/albums/10468-while-my-guitar-violently-bleeds/,7.5,0,mike powell,contributor,2007-08-02,3,2,8,2007
10481,pebbles,http://pitchfork.com/reviews/albums/10481-pebbles/,7,0,marc masters,contributor,2007-08-02,3,2,8,2007
10472,axiom,http://pitchfork.com/reviews/albums/10472-axiom/,5.3,0,adam moerder,,2007-08-02,3,2,8,2007
10473,the colour and the shape [10th anniversary special edition],http://pitchfork.com/reviews/albums/10473-the-colour-and-the-shape-10th-anniversary-special-edition/,5.8,0,stuart berman,contributor,2007-08-01,2,1,8,2007
10486,hey trouble,http://pitchfork.com/reviews/albums/10486-hey-trouble/,5.5,0,marc hogan,senior staff writer,2007-08-01,2,1,8,2007
10479,florist fired,http://pitchfork.com/reviews/albums/10479-florist-fired/,7.8,0,eric harvey,contributor,2007-08-01,2,1,8,2007
10478,i put a record on,http://pitchfork.com/reviews/albums/10478-i-put-a-record-on/,7.4,0,brian howe,contributor,2007-08-01,2,1,8,2007
10485,underground communication,http://pitchfork.com/reviews/albums/10485-underground-communication/,2.8,0,nate patrin,contributor,2007-08-01,2,1,8,2007
10477,insound tour support 2.0,http://pitchfork.com/reviews/albums/10477-insound-tour-support-20/,7,0,jason crock,,2007-07-31,1,31,7,2007
10484,spicchiology? ,http://pitchfork.com/reviews/albums/10484-spicchiology/,7.4,0,brian howe,contributor,2007-07-31,1,31,7,2007
10466,i'm your man,http://pitchfork.com/reviews/albums/10466-im-your-man/,8.1,0,stephen m. deusner,contributor,2007-07-31,1,31,7,2007
10467,ddsvisioner,http://pitchfork.com/reviews/albums/10467-dodsvisioner/,7.1,0,d. shawn bosler,,2007-07-31,1,31,7,2007
10470,heartland,http://pitchfork.com/reviews/albums/10470-heartland/,6,0,nitsuh abebe,contributor,2007-07-31,1,31,7,2007
10483,finding forever,http://pitchfork.com/reviews/albums/10483-finding-forever/,5.6,0,nate patrin,contributor,2007-07-30,0,30,7,2007
10449,bishop allen & the broken string,http://pitchfork.com/reviews/albums/10449-bishop-allen-the-broken-string/,6,0,eric harvey,contributor,2007-07-30,0,30,7,2007
10456,dr. no's oxperiment,http://pitchfork.com/reviews/albums/10456-dr-nos-oxperiment/,8,0,nate patrin,contributor,2007-07-30,0,30,7,2007
10460,the inspiring new sounds of rio de janeiro,http://pitchfork.com/reviews/albums/10460-the-inspiring-new-sounds-of-rio-de-janeiro/,7.5,0,joe tangari,contributor,2007-07-30,0,30,7,2007
10461,wires reply,http://pitchfork.com/reviews/albums/10461-wires-reply/,7.1,0,jason crock,,2007-07-30,0,30,7,2007
10457,marry me,http://pitchfork.com/reviews/albums/10457-marry-me/,8,0,joshua klein,,2007-07-27,4,27,7,2007
10476,the con,http://pitchfork.com/reviews/albums/10476-the-con/,6.6,0,jessica suarez,contributor,2007-07-27,4,27,7,2007
10395,cookies,http://pitchfork.com/reviews/albums/10395-cookies/,8.1,0,eric harvey,contributor,2007-07-27,4,27,7,2007
10451,forts,http://pitchfork.com/reviews/albums/10451-forts/,7.1,0,stuart berman,contributor,2007-07-27,4,27,7,2007
10462,nothing much and something more,http://pitchfork.com/reviews/albums/10462-nothing-much-and-something-more/,7,0,andy battaglia,,2007-07-27,4,27,7,2007
10465,deadverse massive vol. 1: dlek rarities 1999-2006,http://pitchfork.com/reviews/albums/10465-deadverse-massive-vol-1-dalek-rarities-1999-2006/,7.6,0,grayson currin,contributor,2007-07-26,3,26,7,2007
10471,fantastic playroom,http://pitchfork.com/reviews/albums/10471-fantastic-playroom/,8.2,0,rob mitchum,contributor,2007-07-26,3,26,7,2007
10458,feil knapp,http://pitchfork.com/reviews/albums/10458-feil-knapp/,7.9,0,mark richardson,executive editor,2007-07-26,3,26,7,2007
10444,unbeast the leash,http://pitchfork.com/reviews/albums/10444-unbeast-the-leash/,7.7,0,mike powell,contributor,2007-07-26,3,26,7,2007
10435,noble creatures,http://pitchfork.com/reviews/albums/10435-noble-creatures/,7.1,0,stephen m. deusner,contributor,2007-07-26,3,26,7,2007
10452,what is free to a good home? ep,http://pitchfork.com/reviews/albums/10452-what-is-free-to-a-good-home-ep/,7.5,0,eric harvey,contributor,2007-07-25,2,25,7,2007
10463,war stories,http://pitchfork.com/reviews/albums/10463-war-stories/,4.5,0,ryan dombal,senior editor,2007-07-25,2,25,7,2007
10454,super taranta!,http://pitchfork.com/reviews/albums/10454-super-taranta/,5.2,0,joshua klein,,2007-07-25,2,25,7,2007
10432,time on earth,http://pitchfork.com/reviews/albums/10432-time-on-earth/,7.2,0,joshua klein,,2007-07-25,2,25,7,2007
10446,introducing kenge kenge,http://pitchfork.com/reviews/albums/10446-introducing-kenge-kenge/,7.2,0,joe tangari,contributor,2007-07-25,2,25,7,2007
10453,is is ep,http://pitchfork.com/reviews/albums/10453-is-is-ep/,8.2,0,stephen m. deusner,contributor,2007-07-24,1,24,7,2007
10459,emerald city,http://pitchfork.com/reviews/albums/10459-emerald-city/,6.2,0,david raposa,,2007-07-24,1,24,7,2007
10431,fancy footwork,http://pitchfork.com/reviews/albums/10431-fancy-footwork/,7.9,0,zach baron,,2007-07-24,1,24,7,2007
10447,moonlight farm,http://pitchfork.com/reviews/albums/10447-moonlight-farm/,7.9,0,matthew murphy,contributor,2007-07-24,1,24,7,2007
10445,lion the girl,http://pitchfork.com/reviews/albums/10445-lion-the-girl/,6.7,0,liz colville,,2007-07-24,1,24,7,2007
10450,planet earth,http://pitchfork.com/reviews/albums/10450-planet-earth/,4.8,0,douglas wolk,contributor,2007-07-23,0,23,7,2007
10441,absolute garbage,http://pitchfork.com/reviews/albums/10441-absolute-garbage/,5.3,0,adam moerder,,2007-07-23,0,23,7,2007
10427,eccentric soul: the prix label,http://pitchfork.com/reviews/albums/10427-eccentric-soul-the-prix-label/,8.1,0,joe tangari,contributor,2007-07-23,0,23,7,2007
10442,atomic yggdrasil tarot,http://pitchfork.com/reviews/albums/10442-atomic-yggdrasil-tarot/,7,0,brandon stosuy,contributor,2007-07-23,0,23,7,2007
10443,new wave,http://pitchfork.com/reviews/albums/10443-new-wave/,5.5,0,zach baron,,2007-07-23,0,23,7,2007
10382,sticking fingers into sockets ep,http://pitchfork.com/reviews/albums/10382-sticking-fingers-into-sockets-ep/,8.4,0,marc hogan,senior staff writer,2007-07-20,4,20,7,2007
10448,the freed man,http://pitchfork.com/reviews/albums/10448-the-freed-man/,8.6,0,brandon stosuy,contributor,2007-07-20,4,20,7,2007
10420,all the birds were anarchists,http://pitchfork.com/reviews/albums/10420-all-the-birds-were-anarchists/,8,0,philip sherburne,contributing editor,2007-07-20,4,20,7,2007
10433,streams,http://pitchfork.com/reviews/albums/10433-streams/,7.1,0,mike powell,contributor,2007-07-20,4,20,7,2007
10434,aelita,http://pitchfork.com/reviews/albums/10434-aelita/,5.2,0,brian howe,contributor,2007-07-20,4,20,7,2007
10426,death of the sun,http://pitchfork.com/reviews/albums/10426-death-of-the-sun/,5.5,0,matthew murphy,contributor,2007-07-19,3,19,7,2007
10439,silent shout deluxe edition,http://pitchfork.com/reviews/albums/10439-silent-shout-deluxe-edition/,8,0,jess harvell,contributor,2007-07-19,3,19,7,2007
10438,"men's needs, women's needs, whatever",http://pitchfork.com/reviews/albums/10438-mens-needs-womens-needs-whatever/,6.7,0,stuart berman,contributor,2007-07-19,3,19,7,2007
10423,the great koonaklaster speaks: a john fahey celebration,http://pitchfork.com/reviews/albums/10423-the-great-koonaklaster-speaks-a-john-fahey-celebration/,8.2,0,grayson currin,contributor,2007-07-19,3,19,7,2007
10425,burning off impurities,http://pitchfork.com/reviews/albums/10425-burning-off-impurities/,7.7,0,d. shawn bosler,,2007-07-19,3,19,7,2007
10440,rise to your knees,http://pitchfork.com/reviews/albums/10440-rise-to-your-knees/,6.5,0,matt lemay,contributor,2007-07-18,2,18,7,2007
10352,an end has a start,http://pitchfork.com/reviews/albums/10352-an-end-has-a-start/,4.9,0,adam moerder,,2007-07-18,2,18,7,2007
10419,5 years get physical,http://pitchfork.com/reviews/albums/10419-5-years-get-physical/,5.9,0,tim finney,,2007-07-18,2,18,7,2007
10424,lucas,http://pitchfork.com/reviews/albums/10424-lucas/,8.2,0,eric harvey,contributor,2007-07-18,2,18,7,2007
10421,nu-med,http://pitchfork.com/reviews/albums/10421-nu-med/,7.4,0,joe tangari,contributor,2007-07-18,2,18,7,2007
10437, ufos at the zoo: the legendary concert in oklahoma city,http://pitchfork.com/reviews/albums/10437-ufos-at-the-zoo-the-legendary-concert-in-oklahoma-city/,8,0,stephen m. deusner,,2007-07-17,1,17,7,2007
10415,"the singles, volume three: 1964-1965",http://pitchfork.com/reviews/albums/10415-the-singles-volume-three-1964-1965/,5.3,0,douglas wolk,contributor,2007-07-17,1,17,7,2007
10429,new waves ep,http://pitchfork.com/reviews/albums/10429-new-waves-ep/,8,0,marc hogan,senior staff writer,2007-07-17,1,17,7,2007
10418,keep reachin' up,http://pitchfork.com/reviews/albums/10418-keep-reachin-up/,7.6,0,joe tangari,contributor,2007-07-17,1,17,7,2007
10430,dance positive,http://pitchfork.com/reviews/albums/10430-dance-positive/,7.1,0,adam moerder,,2007-07-17,1,17,7,2007
10422,the else,http://pitchfork.com/reviews/albums/10422-the-else/,5.3,0,rob mitchum,contributor,2007-07-13,4,13,7,2007
10428,saturday night fever,http://pitchfork.com/reviews/albums/10428-saturday-night-fever/,8.7,0,stephen m. deusner,contributor,2007-07-13,4,13,7,2007
10411,efdemin,http://pitchfork.com/reviews/albums/10411-efdemin/,7.6,0,philip sherburne,contributing editor,2007-07-13,4,13,7,2007
10410,idealism,http://pitchfork.com/reviews/albums/10410-idealism/,5.2,0,marc hogan,senior staff writer,2007-07-13,4,13,7,2007
10412,still alive,http://pitchfork.com/reviews/albums/10412-still-alive/,4.3,0,nate patrin,contributor,2007-07-13,4,13,7,2007
10391,family tree,http://pitchfork.com/reviews/albums/10391-family-tree/,7.1,0,amanda petrusich,contributor,2007-07-12,3,12,7,2007
10393,the friends ep,http://pitchfork.com/reviews/albums/10393-the-friends-ep/,5.2,0,adam moerder,,2007-07-12,3,12,7,2007
11905,extricate,http://pitchfork.com/reviews/albums/11905-extricateshift-workcode-selfish/,7.9,0,joe tangari,,2007-07-12,3,12,7,2007
10399,at my age,http://pitchfork.com/reviews/albums/10399-at-my-age/,7.2,0,joshua klein,,2007-07-12,3,12,7,2007
10408,the midnight room,http://pitchfork.com/reviews/albums/10408-the-midnight-room/,6.3,0,stuart berman,contributor,2007-07-12,3,12,7,2007
10406,goodbye,http://pitchfork.com/reviews/albums/10406-goodbye/,5.4,0,joshua klein,,2007-07-11,2,11,7,2007
10390,ga ga ga ga ga,http://pitchfork.com/reviews/albums/10390-ga-ga-ga-ga-ga/,8.5,1,eric harvey,contributor,2007-07-11,2,11,7,2007
10398,sirens of the ditch,http://pitchfork.com/reviews/albums/10398-sirens-of-the-ditch/,7.4,0,stephen m. deusner,contributor,2007-07-11,2,11,7,2007
10416,in camera,http://pitchfork.com/reviews/albums/10416-in-camera/,7.4,0,amanda petrusich,contributor,2007-07-11,2,11,7,2007
10414,storyteller & the gossip columnist,http://pitchfork.com/reviews/albums/10414-storyteller-the-gossip-columnist/,6.1,0,grayson currin,contributor,2007-07-11,2,11,7,2007
10413,our love to admire,http://pitchfork.com/reviews/albums/10413-our-love-to-admire/,6,0,ryan dombal,senior editor,2007-07-10,1,10,7,2007
10394,93-03,http://pitchfork.com/reviews/albums/10394-93-03/,7.8,0,joe tangari,contributor,2007-07-10,1,10,7,2007
10396,promised works,http://pitchfork.com/reviews/albums/10396-promised-works/,7.4,0,jason crock,,2007-07-10,1,10,7,2007
10400,in dub,http://pitchfork.com/reviews/albums/10400-in-dub/,5.7,0,joshua klein,,2007-07-10,1,10,7,2007
10407,sacchrilege ep,http://pitchfork.com/reviews/albums/10407-sacchrilege-ep/,7.2,0,brian howe,contributor,2007-07-10,1,10,7,2007
10409,zeitgeist,http://pitchfork.com/reviews/albums/10409-zeitgeist/,4.9,0,rob mitchum,contributor,2007-07-09,0,9,7,2007
10405,duet for guitars #2,http://pitchfork.com/reviews/albums/10405-duet-for-guitars-2/,6.9,0,joshua klein,,2007-07-09,0,9,7,2007
10388,crystal healing,http://pitchfork.com/reviews/albums/10388-crystal-healing/,7.6,0,matthew murphy,contributor,2007-07-09,0,9,7,2007
10389,inventions for the new season,http://pitchfork.com/reviews/albums/10389-inventions-for-the-new-season/,4.4,0,zach baron,,2007-07-09,0,9,7,2007
10392,burn your own church,http://pitchfork.com/reviews/albums/10392-burn-your-own-church/,3.4,0,nitsuh abebe,contributor,2007-07-09,0,9,7,2007
10401,rushup edge ep,http://pitchfork.com/reviews/albums/10401-rushup-edge-ep/,7.8,0,mark richardson,executive editor,2007-07-06,4,6,7,2007
10274,best of bowie: 1980-1987,http://pitchfork.com/reviews/albums/10274-best-of-bowie-1980-1987/,6,0,stuart berman,contributor,2007-07-06,4,6,7,2007
10384,let's drag our feet,http://pitchfork.com/reviews/albums/10384-lets-drag-our-feet/,7.4,0,liz colville,,2007-07-06,4,6,7,2007
10008,lose all time,http://pitchfork.com/reviews/albums/10008-lose-all-time/,6.8,0,adam moerder,,2007-07-06,4,6,7,2007
10372,excerpts from the broken bone choir,http://pitchfork.com/reviews/albums/10372-excerpts-from-the-broken-bone-choir/,6.3,0,liz colville,,2007-07-06,4,6,7,2007
10397,t.i. vs. t.i.p.,http://pitchfork.com/reviews/albums/10397-ti-vs-tip/,6.4,0,tom breihan,contributor,2007-07-05,3,5,7,2007
10386,the blue thumb recordings,http://pitchfork.com/reviews/albums/10386-the-blue-thumb-recordings/,7.9,0,stephen m. deusner,contributor,2007-07-05,3,5,7,2007
10380,octopus,http://pitchfork.com/reviews/albums/10380-octopus/,7.9,0,joe tangari,contributor,2007-07-05,3,5,7,2007
10371,plastic bag in the tree,http://pitchfork.com/reviews/albums/10371-plastic-bag-in-the-tree/,6.7,0,stephen m. deusner,contributor,2007-07-05,3,5,7,2007
10387,well well well,http://pitchfork.com/reviews/albums/10387-well-well-well/,6.3,0,nate patrin,contributor,2007-07-05,3,5,7,2007
10385,grow up and blow away,http://pitchfork.com/reviews/albums/10385-grow-up-and-blow-away/,7.6,0,brian howe,contributor,2007-07-03,1,3,7,2007
10378,what is?!,http://pitchfork.com/reviews/albums/10378-what-is/,7.9,0,jason crock,,2007-07-03,1,3,7,2007
10383,au,http://pitchfork.com/reviews/albums/10383-au/,7.7,0,eric harvey,contributor,2007-07-03,1,3,7,2007
10381,amateur,http://pitchfork.com/reviews/albums/10381-amateur/,5.9,0,mark richardson,executive editor,2007-07-03,1,3,7,2007
10379,on the plains,http://pitchfork.com/reviews/albums/10379-on-the-plains/,7,0,grayson currin,contributor,2007-07-03,1,3,7,2007
10369,we are the night,http://pitchfork.com/reviews/albums/10369-we-are-the-night/,3.8,0,nate patrin,contributor,2007-07-02,0,2,7,2007
10287,the cloud of unknowing,http://pitchfork.com/reviews/albums/10287-the-cloud-of-unknowing/,8.7,0,grayson haver currin,contributor,2007-07-02,0,2,7,2007
10365,starvation under orange trees,http://pitchfork.com/reviews/albums/10365-starvation-under-orange-trees/,6.8,0,stephen m. deusner,contributor,2007-07-02,0,2,7,2007
10377,radio moscow,http://pitchfork.com/reviews/albums/10377-radio-moscow/,4,0,adam moerder,,2007-07-02,0,2,7,2007
10361,anonymous,http://pitchfork.com/reviews/albums/10361-anonymous/,5.9,0,jason crock,,2007-07-02,0,2,7,2007
10375,dylanesque,http://pitchfork.com/reviews/albums/10375-dylanesque/,1.9,0,douglas wolk,contributor,2007-06-29,4,29,6,2007
10353,hymns for a dark horse,http://pitchfork.com/reviews/albums/10353-hymns-for-a-dark-horse/,8.4,0,amanda petrusich,contributor,2007-06-29,4,29,6,2007
10367,the boy with no name,http://pitchfork.com/reviews/albums/10367-the-boy-with-no-name/,5.6,0,eric harvey,contributor,2007-06-29,4,29,6,2007
10366,spider smile,http://pitchfork.com/reviews/albums/10366-spider-smile/,5.8,0,eric harvey,contributor,2007-06-29,4,29,6,2007
10364,drawing voices,http://pitchfork.com/reviews/albums/10364-drawing-voices/,6,0,brian howe,contributor,2007-06-29,4,29,6,2007
10376,build a nation,http://pitchfork.com/reviews/albums/10376-build-a-nation/,6.9,0,jess harvell,contributor,2007-06-28,3,28,6,2007
10370,open field,http://pitchfork.com/reviews/albums/10370-open-field/,7.7,0,marc hogan,senior staff writer,2007-06-28,3,28,6,2007
10332,tied & true,http://pitchfork.com/reviews/albums/10332-tied-true/,7.6,0,stephen m. deusner,contributor,2007-06-28,3,28,6,2007
10362,the flowers of hell,http://pitchfork.com/reviews/albums/10362-the-flowers-of-hell/,5.1,0,grayson currin,contributor,2007-06-28,3,28,6,2007
10359,we the best,http://pitchfork.com/reviews/albums/10359-we-the-best/,4.8,0,tom breihan,contributor,2007-06-28,3,28,6,2007
11904,tennessee fire & at dawn demos,http://pitchfork.com/reviews/albums/11904-tennessee-fire-at-dawn-demosmont-de-sundua/,6.5,0,stephen m. deusner,contributor,2007-06-27,2,27,6,2007
10322,phantom limb,http://pitchfork.com/reviews/albums/10322-phantom-limb/,8.6,0,jess harvell,contributor,2007-06-27,2,27,6,2007
10368,my ion truss,http://pitchfork.com/reviews/albums/10368-my-ion-truss/,7.1,0,matthew murphy,contributor,2007-06-27,2,27,6,2007
10342,compass rose bouquet,http://pitchfork.com/reviews/albums/10342-compass-rose-bouquet/,6.5,0,adam moerder,,2007-06-27,2,27,6,2007
10355,colour it in,http://pitchfork.com/reviews/albums/10355-colour-it-in/,4.1,0,joshua klein,,2007-06-27,2,27,6,2007
10374,the mix-up,http://pitchfork.com/reviews/albums/10374-the-mix-up/,4.6,0,rob mitchum,contributor,2007-06-26,1,26,6,2007
10356,intermission: the best of the solo recordings 1990-1997,http://pitchfork.com/reviews/albums/10356-intermission-the-best-of-the-solo-recordings-1990-1997/,8.5,0,joshua klein,,2007-06-26,1,26,6,2007
10360,bumps,http://pitchfork.com/reviews/albums/10360-bumps/,5.6,0,nate patrin,contributor,2007-06-26,1,26,6,2007
10354,gentleman on the rocks,http://pitchfork.com/reviews/albums/10354-gentleman-on-the-rocks/,6,0,liz colville,,2007-06-26,1,26,6,2007
10340,pick up sticks,http://pitchfork.com/reviews/albums/10340-pick-up-sticks/,3.7,0,joe tangari,contributor,2007-06-26,1,26,6,2007
10363,easy tiger,http://pitchfork.com/reviews/albums/10363-easy-tiger/,6.2,0,marc hogan,senior staff writer,2007-06-25,0,25,6,2007
10373,desire,http://pitchfork.com/reviews/albums/10373-desire/,7.9,0,brian howe,contributor,2007-06-25,0,25,6,2007
10338,honigpumpe,http://pitchfork.com/reviews/albums/10338-honigpumpe/,8.6,0,andy battaglia,,2007-06-25,0,25,6,2007
10335,mi sueo,http://pitchfork.com/reviews/albums/10335-mi-sueno/,7.6,0,joe tangari,contributor,2007-06-25,0,25,6,2007
10341,"we are all hopeful farmers, we are all scared rabbits",http://pitchfork.com/reviews/albums/10341-we-are-all-hopeful-farmers-we-are-all-scared-rabbits/,6.7,0,grayson currin,contributor,2007-06-25,0,25,6,2007
10351,after dark,http://pitchfork.com/reviews/albums/10351-after-dark/,8.3,1,marc hogan,senior staff writer,2007-06-22,4,22,6,2007
10346,playtime is over,http://pitchfork.com/reviews/albums/10346-playtime-is-over/,6.9,0,nate patrin,contributor,2007-06-22,4,22,6,2007
10357,collective psychosis begone,http://pitchfork.com/reviews/albums/10357-collective-psychosis-begone/,7,0,eric harvey,contributor,2007-06-22,4,22,6,2007
10343,the scenery of farewell ep,http://pitchfork.com/reviews/albums/10343-the-scenery-of-farewell-ep/,6.5,0,sara sherr,,2007-06-22,4,22,6,2007
10358,cue,http://pitchfork.com/reviews/albums/10358-cue/,7.1,0,mark richardson,executive editor,2007-06-22,4,22,6,2007
10345,attack decay sustain release,http://pitchfork.com/reviews/albums/10345-attack-decay-sustain-release/,8.4,0,jess harvell,contributor,2007-06-21,3,21,6,2007
10334,ma fleur,http://pitchfork.com/reviews/albums/10334-ma-fleur/,6.4,0,mark pytlik,contributor,2007-06-21,3,21,6,2007
10329,the narcotic story,http://pitchfork.com/reviews/albums/10329-the-narcotic-story/,7.4,0,brian howe,contributor,2007-06-21,3,21,6,2007
10325,buried treasure,http://pitchfork.com/reviews/albums/10325-buried-treasure/,7,0,jess harvell,contributor,2007-06-21,3,21,6,2007
10350,fantastic hawk,http://pitchfork.com/reviews/albums/10350-fantastic-hawk/,6.9,0,jason crock,,2007-06-21,3,21,6,2007
10336,it's a bit complicated,http://pitchfork.com/reviews/albums/10336-its-a-bit-complicated/,7.4,0,rob mitchum,contributor,2007-06-20,2,20,6,2007
10333,champion sound: deluxe edition,http://pitchfork.com/reviews/albums/10333-champion-sound-deluxe-edition/,7.5,0,nate patrin,contributor,2007-06-20,2,20,6,2007
10316,given to the rising,http://pitchfork.com/reviews/albums/10316-given-to-the-rising/,8.6,0,d. shawn bosler,,2007-06-20,2,20,6,2007
10339,omns,http://pitchfork.com/reviews/albums/10339-omns/,7.4,0,mark richardson,executive editor,2007-06-20,2,20,6,2007
10328,commuter anthems,http://pitchfork.com/reviews/albums/10328-commuter-anthems/,6.5,0,matthew murphy,contributor,2007-06-20,2,20,6,2007
10337,the fragile army,http://pitchfork.com/reviews/albums/10337-the-fragile-army/,6.4,0,marc hogan,senior staff writer,2007-06-19,1,19,6,2007
10349,the sun,http://pitchfork.com/reviews/albums/10349-the-sun/,5,0,ryan dombal,senior editor,2007-06-19,1,19,6,2007
10315,"si, para usted: the funky beats of revolutionary cuba, volume one",http://pitchfork.com/reviews/albums/10315-si-para-usted-the-funky-beats-of-revolutionary-cuba-volume-one/,8.2,0,joe tangari,contributor,2007-06-19,1,19,6,2007
10324,learning to cope with cowardice,http://pitchfork.com/reviews/albums/10324-learning-to-cope-with-cowardice/,7,0,jess harvell,contributor,2007-06-19,1,19,6,2007
10331,future clouds & radar,http://pitchfork.com/reviews/albums/10331-future-clouds-radar/,4,0,stephen m. deusner,contributor,2007-06-19,1,19,6,2007
10344,icky thump,http://pitchfork.com/reviews/albums/10344-icky-thump/,8,0,rob mitchum,contributor,2007-06-18,0,18,6,2007
10273,this bliss,http://pitchfork.com/reviews/albums/10273-this-bliss/,7.7,0,tim finney,,2007-06-18,0,18,6,2007
10312,gutterfly,http://pitchfork.com/reviews/albums/10312-gutterfly/,8,0,sam chennault,,2007-06-18,0,18,6,2007
10307,kraut slut,http://pitchfork.com/reviews/albums/10307-kraut-slut/,7.4,0,mark richardson,executive editor,2007-06-18,0,18,6,2007
10323,"please, please, please",http://pitchfork.com/reviews/albums/10323-please-please-please/,6.8,0,jess harvell,contributor,2007-06-18,0,18,6,2007
10309,maths + english,http://pitchfork.com/reviews/albums/10309-maths-english/,8.4,0,nate patrin,contributor,2007-06-15,4,15,6,2007
10320,good girl gone bad,http://pitchfork.com/reviews/albums/10320-good-girl-gone-bad/,7.4,0,tom breihan,contributor,2007-06-15,4,15,6,2007
10302,granddance,http://pitchfork.com/reviews/albums/10302-granddance/,7.8,0,joe tangari,contributor,2007-06-15,4,15,6,2007
10301,tomorrow no one will be safe,http://pitchfork.com/reviews/albums/10301-tomorrow-no-one-will-be-safe/,7,0,marc masters,contributor,2007-06-15,4,15,6,2007
10319,immaculate machine's fables,http://pitchfork.com/reviews/albums/10319-immaculate-machines-fables/,6.7,0,eric harvey,contributor,2007-06-15,4,15,6,2007
10292,wild mountain nation,http://pitchfork.com/reviews/albums/10292-wild-mountain-nation/,8.5,1,jason crock,,2007-06-14,3,14,6,2007
10318,speicher 3,http://pitchfork.com/reviews/albums/10318-speicher-3/,6.4,0,jess harvell,contributor,2007-06-14,3,14,6,2007
10306,sketchi,http://pitchfork.com/reviews/albums/10306-sketchi/,7,0,zach baron,,2007-06-14,3,14,6,2007
10310,city of echoes,http://pitchfork.com/reviews/albums/10310-city-of-echoes/,4.4,0,grayson currin,contributor,2007-06-14,3,14,6,2007
10308,family trees or: cope we must,http://pitchfork.com/reviews/albums/10308-family-trees-or-cope-we-must/,3.7,0,jason crock,,2007-06-14,3,14,6,2007
10326,daydream nation: deluxe edition,http://pitchfork.com/reviews/albums/10326-daydream-nation-deluxe-edition/,10,0,nitsuh abebe,contributor,2007-06-13,2,13,6,2007
10294,kitsun maison 4,http://pitchfork.com/reviews/albums/10294-kitsune-maison-4/,7.4,0,marc hogan,senior staff writer,2007-06-13,2,13,6,2007
10295,electric dress,http://pitchfork.com/reviews/albums/10295-electric-dress/,7.5,0,marc masters,contributor,2007-06-13,2,13,6,2007
10305,"soul sides, volume 2: the covers",http://pitchfork.com/reviews/albums/10305-soul-sides-volume-2-the-covers/,6.8,0,stephen m. deusner,contributor,2007-06-13,2,13,6,2007
10303,buncha beans,http://pitchfork.com/reviews/albums/10303-buncha-beans/,4.8,0,brandon stosuy,contributor,2007-06-13,2,13,6,2007
10321,,http://pitchfork.com/reviews/albums/10321-justice/,8.4,1,jess harvell,contributor,2007-06-12,1,12,6,2007
10330,weirdo rippers,http://pitchfork.com/reviews/albums/10330-weirdo-rippers/,8,0,brandon stosuy,contributor,2007-06-12,1,12,6,2007
10304,can't wait another day,http://pitchfork.com/reviews/albums/10304-cant-wait-another-day/,6.4,0,nitsuh abebe,contributor,2007-06-12,1,12,6,2007
10300,ongiara,http://pitchfork.com/reviews/albums/10300-ongiara/,5.5,0,liz colville,,2007-06-12,1,12,6,2007
10297,the dark one,http://pitchfork.com/reviews/albums/10297-the-dark-one/,7.1,0,eric harvey,contributor,2007-06-12,1,12,6,2007
10327,era vulgaris,http://pitchfork.com/reviews/albums/10327-era-vulgaris/,6.2,0,david raposa,,2007-06-11,0,11,6,2007
10299,version,http://pitchfork.com/reviews/albums/10299-version/,3.3,0,adam moerder,,2007-06-11,0,11,6,2007
10257,soft punk,http://pitchfork.com/reviews/albums/10257-soft-punk/,8,0,grayson currin,contributor,2007-06-11,0,11,6,2007
10190,james & the quiet,http://pitchfork.com/reviews/albums/10190-james-the-quiet/,5.9,0,zach baron,,2007-06-11,0,11,6,2007
10291,we can create,http://pitchfork.com/reviews/albums/10291-we-can-create/,6.6,0,brian howe,contributor,2007-06-11,0,11,6,2007
10313,the singles,http://pitchfork.com/reviews/albums/10313-the-singles/,9,0,amanda petrusich,contributor,2007-06-08,4,8,6,2007
10317,arms down,http://pitchfork.com/reviews/albums/10317-arms-down/,7.2,0,stuart berman,contributor,2007-06-08,4,8,6,2007
10298,"split lips, winning hips, a shiner",http://pitchfork.com/reviews/albums/10298-split-lips-winning-hips-a-shiner/,8,0,jessica suarez,contributor,2007-06-08,4,8,6,2007
10285,ice station,http://pitchfork.com/reviews/albums/10285-ice-station/,7.5,0,eric harvey,contributor,2007-06-08,4,8,6,2007
10284,imperious delirium,http://pitchfork.com/reviews/albums/10284-imperious-delirium/,4.3,0,joshua klein,,2007-06-08,4,8,6,2007
10314,excellent italian greyhound,http://pitchfork.com/reviews/albums/10314-excellent-italian-greyhound/,7,0,jason crock,,2007-06-07,3,7,6,2007
10311,hope for men,http://pitchfork.com/reviews/albums/10311-hope-for-men/,8.1,0,jess harvell,contributor,2007-06-07,3,7,6,2007
10278,lightning dust,http://pitchfork.com/reviews/albums/10278-lightning-dust/,7.2,0,adam moerder,,2007-06-07,3,7,6,2007
