ID,name,full_name,club,club_logo,special,age,league,birth_date,height_cm,weight_kg,body_type,real_face,flag,nationality,photo,eur_value,eur_wage,eur_release_clause,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,rw,rf,ram,rcm,rm,rdm,rcb,rb,rwb,st,lw,cf,cam,cm,lm,cdm,cb,lb,lwb,ls,lf,lam,lcm,ldm,lcb,gk,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,puncher_trait,rushes_out_of_goal_trait,saves_with_feet_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk
180216,S. Coleman,Séamus Coleman,Everton,https://cdn.sofifa.org/18/teams/7.png,2064,28,English Premier League,1988-10-11,177.0,67.0,Normal,True,https://cdn.sofifa.org/flags/25@3x.png,Republic of Ireland,https://cdn.sofifa.org/18/players/180216.png,14000000.0,115000.0,26600000.0,81,81,73,66,72,78,80,77,2,3,3,High,High,Right,81,62,67,78,64,78,42,35,70,78,74,72,76,83,74,75,72,84,73,68,78,76,75,70,60,78,82,84,83,5,15,10,13,7,72.0,75.0,74.0,75.0,76.0,76.0,78.0,78.0,80.0,80.0,72.0,75.0,74.0,75.0,76.0,76.0,78.0,78.0,80.0,80.0,72.0,74.0,75.0,76.0,78.0,78.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179645,S. Kjær,Simon Kjær,Sevilla FC,https://cdn.sofifa.org/18/teams/481.png,1869,28,Spanish Primera División,1989-03-26,189.0,90.0,Normal,False,https://cdn.sofifa.org/flags/13@3x.png,Denmark,https://cdn.sofifa.org/18/players/179645.png,16000000.0,23000.0,34800000.0,81,82,64,55,64,53,81,81,3,2,3,Low,High,Right,54,55,82,75,37,42,52,73,74,67,60,68,48,76,58,78,70,78,83,41,80,81,31,49,61,72,80,82,80,6,10,13,10,15,61.0,56.0,57.0,57.0,65.0,59.0,76.0,79.0,75.0,72.0,61.0,56.0,57.0,57.0,65.0,59.0,76.0,79.0,75.0,72.0,61.0,57.0,57.0,65.0,76.0,79.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
178086,Adán,Antonio Adán Garrido,Real Betis Balompié,https://cdn.sofifa.org/18/teams/449.png,1273,30,Spanish Primera División,1987-05-13,191.0,88.0,Normal,False,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/178086.png,11500000.0,24000.0,24200000.0,81,81,80,83,72,82,55,81,2,1,2,Medium,Medium,Left,12,11,23,34,15,12,11,12,43,15,55,55,55,76,51,25,71,35,77,12,41,20,11,35,25,56,11,14,18,80,83,72,81,82,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
177326,M. Valbuena,Mathieu Valbuena,Fenerbahçe SK,https://cdn.sofifa.org/18/teams/326.png,1932,32,Turkish Süper Lig,1984-09-28,167.0,63.0,Normal,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/177326.png,14000000.0,80000.0,26600000.0,81,81,80,75,79,83,29,49,3,4,3,High,Medium,Right,79,74,50,81,76,83,82,77,77,82,81,79,87,77,93,74,60,73,34,77,52,34,76,77,68,64,21,26,34,14,12,8,6,8,73.0,80.0,78.0,79.0,74.0,79.0,56.0,42.0,55.0,60.0,73.0,80.0,78.0,79.0,74.0,79.0,56.0,42.0,55.0,60.0,73.0,78.0,79.0,74.0,56.0,42.0,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
173426,S. Mignolet,Simon Mignolet,Liverpool,https://cdn.sofifa.org/18/teams/9.png,1268,29,English Premier League,1988-03-06,193.0,87.0,Normal,True,https://cdn.sofifa.org/flags/7@3x.png,Belgium,https://cdn.sofifa.org/18/players/173426.png,12000000.0,91000.0,22800000.0,81,81,80,76,65,84,56,78,3,1,2,Medium,Medium,Right,11,11,16,37,16,14,16,12,34,26,55,56,34,77,42,45,69,31,72,16,34,21,16,40,41,66,13,14,16,80,76,65,78,84,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
173198,D. Astori,Davide Astori,Fiorentina,https://cdn.sofifa.org/18/teams/110374.png,1656,30,Italian Serie A,1987-01-07,188.0,80.0,Lean,False,https://cdn.sofifa.org/flags/27@3x.png,Italy,https://cdn.sofifa.org/18/players/173198.png,13000000.0,68000.0,22100000.0,81,81,68,36,53,60,84,77,2,2,3,Low,High,Left,34,25,77,68,27,56,33,17,68,66,66,69,57,80,48,65,80,69,80,36,77,86,29,46,27,74,85,85,80,4,4,4,4,4,55.0,53.0,54.0,55.0,62.0,56.0,75.0,80.0,73.0,70.0,55.0,53.0,54.0,55.0,62.0,56.0,75.0,80.0,73.0,70.0,55.0,54.0,55.0,62.0,75.0,80.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
172175,K. Mirallas,Kevin Mirallas,Everton,https://cdn.sofifa.org/18/teams/7.png,2059,29,English Premier League,1987-10-05,182.0,72.0,Lean,True,https://cdn.sofifa.org/flags/7@3x.png,Belgium,https://cdn.sofifa.org/18/players/172175.png,17500000.0,125000.0,33300000.0,81,81,83,77,77,83,46,65,2,4,4,High,Medium,Right,81,77,64,80,76,84,77,76,77,85,82,84,82,76,73,77,73,76,62,76,58,35,80,67,78,74,40,52,51,8,10,14,13,15,77.0,80.0,79.0,79.0,74.0,80.0,63.0,56.0,64.0,67.0,77.0,80.0,79.0,79.0,74.0,80.0,63.0,56.0,64.0,67.0,77.0,79.0,79.0,74.0,63.0,56.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
171897,A. Guardado,Andrés Guardado,Real Betis Balompié,https://cdn.sofifa.org/18/teams/449.png,2098,30,Spanish Primera División,1986-09-28,169.0,67.0,Lean,True,https://cdn.sofifa.org/flags/83@3x.png,Mexico,https://cdn.sofifa.org/18/players/171897.png,16500000.0,32000.0,34700000.0,81,81,76,64,80,82,66,68,3,3,2,Medium,Medium,Left,73,58,55,84,69,80,70,71,83,84,76,76,82,81,88,74,74,84,57,65,72,70,67,83,70,76,60,72,72,7,10,10,11,10,70.0,76.0,75.0,78.0,80.0,78.0,76.0,69.0,74.0,76.0,70.0,76.0,75.0,78.0,80.0,78.0,76.0,69.0,74.0,76.0,70.0,75.0,78.0,80.0,76.0,69.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
171579,Raúl García,Raúl García Escudero,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png,2134,30,Spanish Primera División,1986-07-11,184.0,81.0,Normal,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/171579.png,17000000.0,32000.0,35700000.0,81,81,57,77,81,76,68,76,2,3,3,High,Medium,Right,77,75,90,83,55,74,72,68,82,84,54,60,65,86,63,84,76,59,82,80,84,69,85,85,76,83,54,74,63,14,16,14,16,15,79.0,77.0,79.0,80.0,80.0,77.0,75.0,74.0,70.0,71.0,79.0,77.0,79.0,80.0,80.0,77.0,75.0,74.0,70.0,71.0,79.0,79.0,80.0,80.0,75.0,74.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
166706,M. Škrtel,Martin Škrtel,Fenerbahçe SK,https://cdn.sofifa.org/18/teams/326.png,1666,32,Turkish Süper Lig,1984-12-15,191.0,81.0,Normal,True,https://cdn.sofifa.org/flags/43@3x.png,Slovakia,https://cdn.sofifa.org/18/players/166706.png,10000000.0,73000.0,19000000.0,81,81,61,38,51,52,82,81,3,2,2,Medium,High,Right,39,35,84,69,43,46,33,27,67,59,54,67,52,73,52,46,75,76,85,35,80,81,33,28,39,71,80,83,81,15,5,7,6,11,54.0,49.0,50.0,50.0,58.0,53.0,73.0,79.0,72.0,69.0,54.0,49.0,50.0,50.0,58.0,53.0,73.0,79.0,72.0,69.0,54.0,50.0,50.0,58.0,73.0,79.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
163705,S. Mandanda,Steve Mandanda,Olympique de Marseille,https://cdn.sofifa.org/18/teams/219.png,1213,32,French Ligue 1,1985-03-28,185.0,82.0,Normal,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/163705.png,10000000.0,29000.0,19000000.0,81,81,86,78,75,83,48,77,3,1,3,Medium,Medium,Right,14,13,13,37,13,15,13,12,28,17,53,43,52,79,36,24,74,31,61,11,37,23,11,55,11,63,10,15,13,86,78,75,77,83,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
163264,T. Heaton,Tom Heaton,Burnley,https://cdn.sofifa.org/18/teams/1796.png,1271,31,English Premier League,1986-04-15,188.0,86.0,Normal,True,https://cdn.sofifa.org/flags/14@3x.png,England,https://cdn.sofifa.org/18/players/163264.png,11000000.0,51000.0,20900000.0,81,81,80,79,76,83,54,80,2,1,3,Medium,Medium,Right,17,12,16,32,12,17,15,13,37,28,56,53,54,74,52,14,73,40,66,12,31,24,12,46,24,56,15,15,13,80,79,76,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
161648,H. Ben Arfa,Hatem Ben Arfa,Paris Saint-Germain,https://cdn.sofifa.org/18/teams/73.png,1997,30,French Ligue 1,1987-03-07,178.0,74.0,Lean,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/161648.png,17000000.0,88000.0,31500000.0,81,81,76,77,77,86,35,69,3,5,4,Medium,Low,Left,74,75,53,78,74,89,80,75,74,83,79,73,85,75,79,80,76,67,72,77,61,36,74,78,87,78,31,36,22,12,8,9,13,12,75.0,79.0,79.0,79.0,74.0,78.0,58.0,49.0,54.0,59.0,75.0,79.0,79.0,79.0,74.0,78.0,58.0,49.0,54.0,59.0,75.0,79.0,79.0,74.0,58.0,49.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
158625,Dante,Dante Bonfim Costa Santos,OGC Nice,https://cdn.sofifa.org/18/teams/72.png,1846,33,French Ligue 1,1983-10-18,188.0,85.0,Normal,True,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/158625.png,7000000.0,39000.0,13300000.0,81,81,45,52,67,63,82,74,3,2,4,Medium,Medium,Left,60,47,83,74,44,58,51,60,75,73,44,45,53,77,64,66,65,62,81,53,73,80,41,62,57,77,80,83,84,14,8,10,6,13,60.0,59.0,60.0,62.0,68.0,61.0,76.0,79.0,72.0,71.0,60.0,59.0,60.0,62.0,68.0,61.0,76.0,79.0,72.0,71.0,60.0,60.0,62.0,68.0,76.0,79.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
153244,A. Gignac,André-Pierre Gignac,Tigres U.A.N.L.,https://cdn.sofifa.org/18/teams/1970.png,2001,31,Mexican Liga MX,1985-12-05,187.0,89.0,Stocky,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/153244.png,16000000.0,84000.0,25600000.0,81,81,72,83,72,73,39,82,3,3,3,Medium,Medium,Right,72,86,78,72,80,75,77,70,68,73,74,71,66,76,59,84,70,72,89,80,80,51,81,72,78,80,22,41,23,10,15,14,11,11,79.0,75.0,77.0,75.0,71.0,74.0,59.0,55.0,56.0,59.0,79.0,75.0,77.0,75.0,71.0,74.0,59.0,55.0,56.0,59.0,79.0,77.0,75.0,71.0,59.0,55.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146954,Gabi,Gabriel Fernández Arenas,Atlético Madrid,https://cdn.sofifa.org/18/teams/240.png,2116,33,Spanish Primera División,1983-07-10,180.0,74.0,Normal,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/146954.png,10500000.0,62000.0,21500000.0,81,81,64,73,79,76,75,73,3,2,3,Medium,High,Right,67,67,51,84,64,74,86,75,83,79,62,65,74,80,73,81,60,76,69,76,82,82,72,79,83,83,76,79,74,6,12,10,5,10,71.0,74.0,74.0,77.0,79.0,74.0,80.0,74.0,75.0,76.0,71.0,74.0,74.0,77.0,79.0,74.0,80.0,74.0,75.0,76.0,71.0,74.0,77.0,79.0,80.0,74.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
142780,G. Rodríguez,Gonzalo Rodríguez,San Lorenzo de Almagro,https://cdn.sofifa.org/18/teams/1013.png,1856,33,Argentinian Superliga,1984-04-10,182.0,79.0,Normal,False,https://cdn.sofifa.org/flags/52@3x.png,Argentina,https://cdn.sofifa.org/18/players/142780.png,7000000.0,27000.0,10500000.0,81,81,68,47,61,65,83,76,2,2,3,Medium,High,Right,38,44,84,70,22,62,50,46,74,70,65,70,64,76,60,68,86,66,78,36,80,83,32,64,74,78,82,84,80,12,4,11,12,9,60.0,58.0,60.0,61.0,67.0,61.0,76.0,80.0,73.0,70.0,60.0,58.0,60.0,61.0,67.0,61.0,76.0,80.0,73.0,70.0,60.0,60.0,61.0,67.0,76.0,80.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
139997,D. Srna,Darijo Srna,Shakhtar Donetsk,https://cdn.sofifa.org/18/teams/101059.png,2205,35,Ukrainian Premier League,1982-05-01,178.0,72.0,Normal,False,https://cdn.sofifa.org/flags/10@3x.png,Croatia,https://cdn.sofifa.org/18/players/139997.png,3800000.0,1000.0,8100000.0,81,81,73,75,85,75,78,74,3,3,3,High,High,Right,85,69,60,85,72,72,86,83,87,83,69,76,71,78,65,83,67,74,72,77,83,85,76,86,84,81,78,78,77,10,10,6,6,12,74.0,77.0,77.0,79.0,81.0,79.0,81.0,77.0,79.0,80.0,74.0,77.0,77.0,79.0,81.0,79.0,81.0,77.0,79.0,80.0,74.0,77.0,79.0,81.0,81.0,77.0,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121944,B. Schweinsteiger,Bastian Schweinsteiger,Chicago Fire Soccer Club,https://cdn.sofifa.org/18/teams/693.png,2134,32,USA Major League Soccer,1984-08-01,183.0,79.0,Normal,True,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.sofifa.org/18/players/121944.png,13500000.0,13000.0,20300000.0,81,81,39,75,81,73,74,75,4,3,3,Medium,Medium,Right,76,69,78,82,82,71,82,78,84,80,40,39,66,83,63,82,80,64,77,80,80,80,75,84,77,88,68,74,75,14,14,13,13,11,73.0,72.0,74.0,76.0,79.0,72.0,78.0,76.0,71.0,72.0,73.0,72.0,74.0,76.0,79.0,72.0,78.0,76.0,71.0,72.0,73.0,74.0,76.0,79.0,78.0,76.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
116494,C. Carrasso,Cédric Carrasso,Galatasaray SK,https://cdn.sofifa.org/18/teams/325.png,1175,35,Turkish Süper Lig,1981-12-30,187.0,93.0,Normal,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/116494.png,4200000.0,34000.0,8000000.0,81,81,78,79,81,81,40,79,3,1,3,Medium,Medium,Right,11,13,11,24,13,14,10,12,22,22,38,42,39,73,35,24,73,31,71,14,43,23,13,53,13,60,13,13,14,78,79,81,79,81,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
110677,Moyá,Miguel Ángel Moyá Rumbo,Atlético Madrid,https://cdn.sofifa.org/18/teams/240.png,1184,33,Spanish Primera División,1984-04-02,189.0,82.0,Normal,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/110677.png,9000000.0,46000.0,18500000.0,81,81,85,78,82,79,39,81,2,1,2,Medium,Medium,Right,11,11,12,31,13,13,16,12,35,24,46,34,54,75,49,21,62,30,57,16,22,11,10,62,11,39,13,14,14,85,78,82,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54050,W. Rooney,Wayne Rooney,Everton,https://cdn.sofifa.org/18/teams/7.png,2127,31,English Premier League,1985-10-24,176.0,83.0,Stocky,True,https://cdn.sofifa.org/flags/14@3x.png,England,https://cdn.sofifa.org/18/players/54050.png,15500000.0,120000.0,29500000.0,81,81,68,81,81,76,52,81,4,3,4,Medium,Medium,Right,78,80,75,81,83,73,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88,48,51,37,10,11,13,8,7,79.0,77.0,78.0,78.0,77.0,77.0,68.0,63.0,63.0,66.0,79.0,77.0,78.0,78.0,77.0,77.0,68.0,63.0,63.0,66.0,79.0,78.0,78.0,77.0,68.0,63.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53612,P. Mertesacker,Per Mertesacker,Arsenal,https://cdn.sofifa.org/18/teams/1.png,1558,32,English Premier League,1984-09-29,198.0,90.0,Normal,True,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.sofifa.org/18/players/53612.png,10000000.0,110000.0,18500000.0,81,81,27,41,55,47,85,70,3,2,3,Low,Medium,Right,38,36,84,66,30,39,39,45,58,64,26,28,27,85,28,71,30,55,83,25,68,86,43,58,42,87,85,87,82,12,13,5,12,8,55.0,47.0,52.0,52.0,61.0,50.0,74.0,79.0,69.0,65.0,55.0,47.0,52.0,52.0,61.0,50.0,74.0,79.0,69.0,65.0,55.0,52.0,52.0,61.0,74.0,79.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49370,T. Motta,Thiago Motta,Paris Saint-Germain,https://cdn.sofifa.org/18/teams/73.png,1972,34,French Ligue 1,1982-08-28,187.0,83.0,Normal,True,https://cdn.sofifa.org/flags/27@3x.png,Italy,https://cdn.sofifa.org/18/players/49370.png,5500000.0,81000.0,10200000.0,81,81,32,64,76,67,76,82,3,3,4,Medium,Medium,Left,66,54,77,83,76,65,67,67,83,81,31,32,42,74,50,80,84,71,83,71,93,78,50,74,70,80,68,82,74,10,10,7,5,14,65.0,63.0,65.0,68.0,76.0,65.0,79.0,78.0,70.0,70.0,65.0,63.0,65.0,68.0,76.0,65.0,79.0,78.0,70.0,70.0,65.0,65.0,68.0,76.0,79.0,78.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
