IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
1993-12-15 20:00:00.000,warren,pa,us,triangle,900.00,I was about 10 years old at the time&#44 I remember playing outside in the snow&#44 and eventually laying on my back looking up at a clear&#44 s
1994-12-15 01:00:00.000,youngstown,oh,us,teardrop,1800.00,U.F.O in Youngstown&#44Oh
1994-12-15 05:00:00.000,el toro,ca,us,light,180.00,Saw a light in the valley moving back and fourth directly over the El Toro Marine Corps Air Station. It left straight up when two F/A-1
1994-12-15 21:00:00.000,alliance,oh,us,formation,1800.00,Brightly Colored Orbs Over Portage County
1994-12-15 21:30:00.000,indianapolis,in,us,triangle,30.00,Ok&#44 I was in 7th grade when this happend&#44 but interested in UFO&#39s.  I was coming out of my middle school after a basketball game.  Ther
1994-12-15 22:00:00.000,carpinteria,ca,us,unknown,600.00,I lived on the beach in Carpinteria at the time of the sighting.  The reason I am writing to you is that I have never heard of the type
1994-12-15 23:30:00.000,knoxville,ia,us,changing,7200.00,Hovering object seen high in night sky as a /\ (this should be like an arrowhead) changing or to a < or making a turn.
1995-12-15 19:30:00.000,elkridge,md,us,fireball,4.00,Late December 1995 green fireball with pale green tail flew over I-95 at around 7:30. Also spotted in Annapolis around the same time.
1995-12-15 20:50:00.000,hawesville,ky,us,changing,300.00,Strange orange light/craft hovering noiselessly overhead.
1995-12-15 22:00:00.000,ainsworth,ne,us,light,1800.00,Stationary light turns off then on then remains in sky for the entire next day&#44 but nobody notices?
1996-12-15 18:30:00.000,newtown,ct,us,teardrop,60.00,Strange craft appeared in sky &#44 then zoomed away
1996-12-15 23:00:00.000,bartlett,tn,us,other,5.00,On a December night&#441996&#44 I saw a cresent shaped U.F.O. >>>>>>>>   ) It was almost as bright as the moon but not as bright. I was looki
1997-12-15 01:00:00.000,thief river falls,mn,us,disk,10.00,BRASS  UPSIDE  DOWN CUP AND SAUCER. GREEN AND WHITE LIGHTS. ANIMATED OBJECTS MOVING ABOUT.  BUSINESS -LIKE.
1997-12-15 03:30:00.000,naperville,il,us,disk,600.00,I was retiring for the night and got into bed. The room was dark and the window was slightly open. As I turned my head to the left as I
1997-12-15 20:00:00.000,salida,ca,us,light,10.00,Two lighted circular UFO&#39s play follow the leader
1997-12-15 22:00:00.000,iola,il,us,fireball,1200.00,((HOAX??))  A massive flaming/glowing eyeball floats by then min later a streak of light from space making a 60* angle above us.
1997-12-15 22:00:00.000,scranton,pa,us,circle,20.00,I looked outside my window and saw a circular object fly overhead. It had red and green lights in the front
1997-12-15 22:30:00.000,gardiner,me,us,disk,900.00,Saw Disk-like object above trees.  Hovering then doing a oval orbit.  Watch for about 10-15 minutes.  Disapeared behind tree line.
1997-12-15 23:35:00.000,marlette,mi,us,circle,180.00,A large solid noiseless object&#44 possibly round&#44 with four lights&#44 passed slowly over a residential neighborhood in Marlette&#44 MI.  It ha
1998-12-15 00:00:00.000,waterford,wi,us,rectangle,300.00,silent Large slow moving rectangle shape close to ground . waterford wisconsin 1998
1998-12-15 00:30:00.000,baltimore,md,us,disk,600.00,..An armada in formation flying over the Baltimore beltway
1998-12-15 00:45:00.000,montreal (canada),pq,ca,unknown,10.00,Meteor with a green tail shooting straight down towards eastern canada or north-eastern us.
1998-12-15 03:30:00.000,petaluma,ca,us,circle,1.00,Bright white disk&#44 traveling rapidly in a straight line from Northwest to North toward the horizon.
1998-12-15 07:10:00.000,atlanta,ga,us,egg,120.00,On approach to downtown atlanta via automobile (traveling east on I-20) I noticed what I thought was a military helicopter or transport
1998-12-15 09:07:00.000,atlanta,ga,us,sphere,900.00,Shiny golden metallic sphere gliding across the skies of Atlanta&#44 GA. December 15&#44 1998&#44 09:07am.
1998-12-15 09:25:00.000,arab,al,us,sphere,2700.00,Bright orange sphere in southwest quadrant of sky which appeared to be at an altitude of approximately 40&#44000 feet close to Atlanta/Bir
2008-01-02 18:30:00.000,burlington (canada),on,ca,disk,300.00,Disk with pulsing red light followed via car until it stopped above a field at close proximity to ground/roadside
2008-01-02 20:30:00.000,westwood,ca,us,diamond,600.00,second sighting by son and I within a week in lassen/plumas county ca.
2008-01-02 20:45:00.000,newalla,ok,us,fireball,8.00,Blue-Green Fireball spotted&#44 oklahoma city area.
2008-01-02 21:00:00.000,craig,co,us,light,7200.00,it was a light that changed colors and hovered in the sky for quite sometime  ((NUFORC Note:  Possibly Sirius.  PD))
2008-01-02 21:00:00.000,hattiesburg,ms,us,other,300.00,Strange craft covered in lights split into two parts
2008-01-02 21:00:00.000,lindsay (canada),on,ca,light,7200.00,My Mom said there was a light out the window in the sky.
2008-01-02 22:35:00.000,waldorf,md,us,circle,600.00,Very hard to explain&#44 the movement&#44 the actions&#44 and the speed...very wierd.
2008-01-02 23:00:00.000,elmhurst,il,us,other,60.00,orang/brownish ship with small blue lights and yellow-white larger lights with blue exhaust
2008-01-02 23:00:00.000,shippensburg,pa,us,triangle,240.00,Around the evening of January 2nd&#44 2008 I was driving home from my girlfriend&#39s house in the countryside surrounding Shippensburg Penns
2009-01-02 04:05:00.000,caro,mi,us,cigar,5.00,White cigar-shaped object dissappears after being sighted.
2009-01-02 05:30:00.000,ballinger,tx,us,other,5400.00,Several UFO&#39s sighted near the big dipper.
2009-01-02 18:00:00.000,clayton,nc,us,egg,180.00,((HOAX??))  4 egg shaped lights&#44 one takes off very rapidly.
2009-01-02 18:00:00.000,lynnwood,wa,us,other,3600.00,All witnessed the sighting through the telescope.  ((NUFORC Note:  Given that the object was seen on two nights&#44 we suspect Venus. PD))
2009-01-02 19:30:00.000,st. paul,mn,us,light,3.00,Fast shooting light through the clouds over Lake Owasso
2009-01-02 19:45:00.000,glen rock,nj,us,fireball,2.00,We saw a green flash with a firey tail in the sky
2009-01-02 21:00:00.000,venetie,ak,us,circle,300.00,southeast of venetie&#44alaska 99781 object setting about 500 feet above the ground with red and green light for about 5 minutes in one pl
2009-01-02 21:15:00.000,plantation,fl,us,fireball,600.00,6 ORANGE LIGHT WERE  MAKING A FORMATION IN MY BACK YARD AND THEN MOVED W TOWARDS THE EVERGLADES.
2009-01-02 21:22:00.000,davie,fl,us,light,300.00,UFO&quot;S OVER DAVIE FLA.
2009-01-02 23:15:00.000,new york city,ny,us,disk,120.00,((HOAX??))  round&#44high&#44orange.manhattan
2010-01-02 12:20:00.000,orange,ca,us,light,360.00,Point of light in daytime sky over Orange&#44 CA
2010-01-02 13:00:00.000,phoenix,az,us,rectangle,10.00,A bright light in Phoenix hovered above houses in broad daylight&#44 then vanished
2010-01-02 18:00:00.000,sacramento,ca,us,triangle,240.00,Triangle shaped object spotted over Sacramento River.
2010-01-02 18:45:00.000,middleburg,fl,us,sphere,600.00,I was on my way out the door of my house &#44 when i stepped into the drive way of my house i noticed a redish/orange moon it was straight
2010-01-02 20:12:00.000,waxhaw,nc,us,sphere,60.00,red glow/flame over waxhaw&#44 nc
2010-01-02 21:10:00.000,madison,al,us,triangle,120.00,Triangle shaped craft with orange-yellow lights that hovered very low near Redstone Arsenal in Madison&#44 Al
2010-01-02 23:17:00.000,loveland,co,us,cross,300.00,extremely bright light over tree in loveland&#44 CO
2010-01-02 23:47:00.000,atlanta,ga,us,fireball,3.00,glowing red spaceship flys at car
2011-01-02 03:32:00.000,moreno valley,ca,us,disk,2940.00,I woke up and went in the window of my room&#44 were 3 34 am. I looked sideways and saw something that did not budge. I found it strange a
2011-01-02 05:30:00.000,seminole,al,us,teardrop,172800.00,Why come in such large numbers for any other reason than attack?
2011-01-02 18:00:00.000,north canton,oh,us,other,300.00,We saw a UFO
2011-01-02 18:40:00.000,homestead,fl,us,unknown,120.00,Large fire shape in Homestead Florida sky. Haze around object seen in photo.
2011-01-02 19:12:00.000,phoenix,az,us,diamond,900.00,Many lights moving in close formation. then going in differnt directions. VERY bright red lights
2011-01-02 20:30:00.000,abbotsford (canada),bc,ca,fireball,120.00,Brilliant Orange Fireball traveling across sky in Abbotsford&#44 BC
2011-01-02 21:33:00.000,arlington,wi,us,triangle,300.00,While driving home&#44 we saw a low flying triangular shaped aircraft&#44 with lights that hovered&#44 changed directions&#44 and moved silently.
2011-01-02 22:30:00.000,crescent city,ca,us,sphere,300.00,a burning orange sphere of light  moving up towards the stars
2004-02-16 03:00:00.000,spokane,wa,us,unknown,7200.00,I was asleep in my bed when I was overtaken by a shaddowy figure woke up in what looked like a lab and was sent back to my bed.
2004-02-16 05:00:00.000,beckley,wv,us,circle,20.00,Oval object traveling East to West
2004-02-16 10:00:00.000,troy,mi,us,triangle,1800.00,brite white clearly defined triangle
2004-02-16 11:30:00.000,lander,wy,us,diamond,900.00,8 Sided diamond&#44 (I think that is a tetrahedron)&#44 just appeared or we just noticed it after it appeared. It hovered high above the moun
2004-02-16 19:30:00.000,morongo valley,ca,us,fireball,30.00,Fireball&#44 then lights or flame went out and there was 3 red dots&#44 with blue lights in middle.
2004-02-16 20:30:00.000,amityville,ny,us,egg,300.00,A large&#44 silent&#44 fast moving object with lights moving back and forth over my neighborhood.
2004-02-16 20:35:00.000,commack,ny,us,unknown,10.00,Commack Road Sighting maybe in association with Amityville sighting
2004-02-16 20:45:00.000,the woodlands (n. houston),tx,us,light,3600.00,Stacked Flashing Lights in The Woodlands&#44 Texas
2004-02-16 21:30:00.000,central islip,ny,us,fireball,20.00,This was no ordinary green light....................
2004-02-16 22:05:00.000,seattle,wa,us,rectangle,60.00,&#39burning paper&#39
2005-02-16 01:00:00.000,golden valley,mn,us,oval,180.00,At about 1:00 AM on Wedsday 16th&#44 2005 I just came back from a movie and as I was coming in my drive way i saw an small oval shaped obj
2005-02-16 15:00:00.000,san bernardino,ca,us,sphere,120.00,Two orbiting spheres in broad daylight.
2005-02-16 16:45:00.000,victoria (canada),bc,ca,circle,300.00,Small bright light observed flying in close proximity to what looked like a plane.
2005-02-16 20:00:00.000,lakin,wv,us,light,300.00,bright light hovering in the sky over lakin west virgina
2005-02-16 23:00:00.000,brighton,ia,us,triangle,60.00,dark triangle UFO&#44  with  three white lights and circle of red lights.
2006-02-16 00:02:00.000,campbell,ca,us,unknown,60.00,Observation of a intense orange light that rapidly decelerated&#44 then disappeared.
2006-02-16 00:42:00.000,shreveport (20 miles off),la,us,light,10.00,A big triangle of light.
2006-02-16 05:00:00.000,melrose park,il,us,circle,1800.00,red flashing light in sky
2006-02-16 14:00:00.000,estero,fl,us,egg,20.00,military jets trying to intercept egg shaped matalic object
2006-02-16 23:30:00.000,mammoth lakes (near ),ca,us,formation,90.00,Strange lights in formation&#44 could have been a single object.
2007-02-16 15:00:00.000,livingston,la,us,rectangle,1800.00,FLASHING OBJECT APPEARS IN CLEAR DAYLIGHT OVER LIVINGSTON&#44 LA.
2007-02-16 19:00:00.000,cedar rapids,ia,us,formation,10.00,Six to eight round neon green objects flying north to south in a v shaped formation at low speed and slightly higher than tree height
2007-02-16 19:00:00.000,trout run,pa,us,oval,2700.00,Bright orange light first appeared on the SW horizon&#44 then moved to the immediate western horizon and seemed to disappear.
2007-02-16 19:00:00.000,vienna,va,us,rectangle,30.00,Large? rectangle over my house 12 miles from White House.
2007-02-16 20:00:00.000,alpharetta,ga,us,chevron,20.00,A boomerang shape that disappeared in the night sky
2007-02-16 20:00:00.000,walden,vt,us,triangle,240.00,triangular craft &#44with lights on each tip and darkness in the center&#44 passes over rural Vermont
2007-02-16 20:30:00.000,paris,ms,us,unknown,7200.00,Bizarre lights in northern Mississippi
2007-02-16 21:51:00.000,lexington,ky,us,triangle,120.00,Huge black triangle heading north low and slow over Lexington&#44 Kentucky
2008-02-16 00:00:00.000,richmond,va,us,changing,4560.00,Myself and son had just driven over the state line of North Carolina going into Virginia.we were on the highway and seemed to be the on
2008-02-16 02:17:00.000,edmonton (canada),ab,ca,light,3600.00,Canadian aliens??????
2008-02-16 12:30:00.000,atlanta,ga,us,other,2.00,Hovering still curved boxy  20x25 ft. solid dark object over Atlanta freeway.
2008-02-16 12:54:00.000,seattle (shoreline),wa,us,light,300.00,bright flickering light like a star moving left to right and heading west
2008-02-16 13:50:00.000,laughlin,nv,us,disk,20.00,02/116/08 in Laughlin&#44 NV a disc shaped object was in the sky&#44 non-moving but tilting at different angles.
2008-02-16 18:15:00.000,san francisco,ca,us,triangle,20.00,3 bright lights in triangle pattern stationary over SF Bay
2001-02-02 23:40:00.000,bullhead city,az,us,light,1500.00,I was out front of my house with my dogs and as always looking at the stars and I observed a red light in the sky flashing and moving v
2002-02-02 00:00:00.000,martinsville,il,us,triangle,1800.00,very low silent and moved very slowly and stoped sometimes to hover
2002-02-02 00:15:00.000,spring grove,pa,us,flash,2.00,Flash across the midnight sky.
2002-02-02 02:02:00.000,mineville,ny,us,triangle,120.00,Two silent&#44 rounded triangle shapes with a slight aura appeared in uppstate New York on a very strange date...
2002-02-02 02:53:00.000,clermont,fl,us,light,60.00,A blinding light caused an electrical disturbance while passing near my car.
2002-02-02 03:30:00.000,seattle,wa,us,sphere,15.00,Three dimly self-illuminated orange orbs travelling due West over Seattle
2002-02-02 05:24:00.000,kansas city,mo,us,light,60.00,Two extremely bright&#44 large&#44 white lights&#44 one slightly ahead of the other&#44 slowly traveled from the south to the north directly over
2002-02-02 06:05:00.000,eau claire,wi,us,circle,180.00,circlure object with very bright lights.
2002-02-02 18:10:00.000,schuyler falls,ny,us,egg,300.00,egg shaped object
2002-02-02 19:00:00.000,maysville,ky,us,chevron,7200.00,UFO&#39S  SEEN  PATROLLING OHIO RIVER BETWEEN POWER PLANTS
2002-02-02 19:00:00.000,pegram,tn,us,light,7200.00,Pulsating or rotating stationary lights high in the night sky
2002-02-02 20:30:00.000,spokane,wa,us,light,1500.00,Two bright lights - one danced wildly while the other stood still.
2002-02-02 21:00:00.000,lake wales,fl,us,egg,900.00,There were 2 sets of 4 all in a straight line.  Slowly one by one the bright light started to disappear (as if the light was being turn
2002-02-02 21:35:00.000,moore haven,fl,us,light,1200.00,Several bright glowing objects seen by four witnesses in night sky dimming and reappearing and moving at tremendious speed.
2002-02-02 22:00:00.000,moore haven,fl,us,fireball,2700.00,Looking for other witnesses&#33&#33&#33&#33&#33
2002-02-02 22:00:00.000,st. cloud,fl,us,formation,900.00,11 lights in the sky that were stationary
2002-02-02 22:00:00.000,yeehaw junction,fl,us,formation,2700.00,LOOKING FOR OTHER WITNESSES
2002-02-02 23:00:00.000,essex (canada),on,ca,light,600.00,MY DAUGHTER LIVES 5 MILES SOUTHWEST OF THE SMALL TOWN OF ESSEX ONT. SHE WALKED INTO HER KITCHEN OVER TO THE SINK AND HAPPENED TO GLANCE
2002-02-02 23:35:00.000,urbana,il,us,light,1500.00,7 to 9 large&#44 bright amber lights moving from southwest to northeast over Illinois
2002-02-02 23:35:00.000,urbana,il,us,light,420.00,Orange lights observed over Urbana Illinois
2002-02-02 23:40:00.000,urbana,il,us,circle,420.00,approximately 11 bright orange objects sighted travelling SW to NE at 23:40 on 02/02/02 in Urbana&#44 IL.
2002-02-02 23:45:00.000,champaign,il,us,light,180.00,Four orange/amber lights seen over Champaign&#44 IL.
2003-02-02 05:30:00.000,harcourt (canada),on,ca,diamond,1800.00,Bright white diamond with red lower surface
2003-02-02 19:00:00.000,miami,fl,us,disk,1200.00,A big UFO&#44 disk shape&#44 light blue color&#44 but intense&#44 was seen tonight at 19:00 pm in Miami
2003-02-02 19:10:00.000,sudbury (canada),on,ca,light,60.00,blinking light moving very fast across the sky &#44 faster than jets do and satellites don&#39t have strobe lights
2003-02-02 20:08:00.000,auburn,al,us,egg,5.00,large elongated oval of light which appeared moon-like.  It did not light sky adjacent to it.  Roughly the size of 3 moons side-by-side
2003-02-02 22:20:00.000,orlando (1hr south),fl,us,oval,180.00,Low flying object hovering w/ blue underbelly and eight bright lights oval in shape central Florida
2004-02-02 03:00:00.000,waxahachie,tx,us,sphere,10.00,Bright&#44 red colored Spere&#44 sounded like a train&#44 seen twice
2004-02-02 19:30:00.000,charlottetown (canada),pe,ca,fireball,2.00,fireball over charlottetown
2004-02-02 19:30:00.000,tillamook,or,us,cylinder,600.00,Brightly lit cylindrical object rises slowly above Tillamook Bay&#44 Oregon
2004-02-02 21:00:00.000,maiden,nc,us,light,14400.00,Unknown Lights  ((NUFORC Note:  Possibly the star&#44 &quot;Sirius.&quot;  PD))
2005-02-02 02:00:00.000,west covina,ca,us,other,600.00,early morning sighting of bright&#44 oblong object with more rounded dome shape at top center.
2005-02-02 07:30:00.000,berkeley,ca,us,oval,20.00,The object hovered over a park then flew off extremely fast
2002-02-27 19:00:00.000,rockford,il,us,disk,180.00,UFO above E. State Street&#44 Feb. 27&#44 2002&#44 about 19:00 hrs.
2003-02-27 04:05:00.000,houston (canada),bc,ca,light,7.00,HBCCUFO CANADIAN REPORT:  Bright light split into two and shot into different directions&#44 then shot up into the sky.
2003-02-27 05:00:00.000,antioch,ca,us,fireball,420.00,Fireball like object&#44 dropping flare like objects then disappearing
2003-02-27 05:00:00.000,nashua,nh,us,oval,240.00,What was the Airforce chasing?
2003-02-27 15:40:00.000,hudson,oh,us,circle,40.00,observed objects for 2-3 min&#44there were 10-12- of them moving in and out&#44 lined up one headed north then vanished
2003-02-27 19:00:00.000,davie,fl,us,changing,300.00,I was driving  with my daughter. It was dusk but getting dark quick.My daughter noticed it first. It was a big dark circle with a littl
2003-02-27 21:10:00.000,anchorage,ak,us,light,600.00,A strange orange/reddish moving object emitted smaller object and then disappeared over Anchorage Alaska&#33
2003-02-27 00:00:00.000,patoka,in,us,unknown,300.00,on a morning jog me and my friend saw lights in the sky&#44 it was early morning and saw an arrow looking object in the sky with about 5 l
2004-02-27 03:11:00.000,sioux city,ia,us,disk,1200.00,Red flash and a flying saucer
2004-02-27 03:55:00.000,huntsville (canada),on,ca,flash,35.00,bright flash  followed by a halo around flash like smoke the a small bright object moving away from halo very fast
2004-02-27 05:30:00.000,keaau,hi,us,light,120.00,Looked like a distant moving star&#44 kept going.  ((NUFORC Note:  Possible satellite.  PD))
2004-02-27 06:00:00.000,truxton,ny,us,light,900.00,The object moved right to left while making a humming sound and remained there for approximately 15 minutes.
2004-02-27 20:45:00.000,alpha,nj,us,disk,1200.00,I ran to the store&#44 and when I got back my 12 year old son and wife were very excited/nervous saying they had just seen a UFO and caugh
2004-02-27 22:30:00.000,decker lake (canada),bc,ca,disk,600.00,HBCCUFO CANADIAN REPORT:  Disk shaped craft with blue lights.
2004-02-27 22:30:00.000,pontiac,il,us,other,15.00,Four lights horizontal with the trajectory&#44 flying very fast.
2004-02-27 22:30:00.000,pontiac,il,us,unknown,15.00,four horizontal lights&#44 dimly lit and flying in a unusual way
2004-02-27 22:40:00.000,allentown,pa,us,circle,180.00,Allentown PA at opprox. 10:40 p.m. estern. time I was standing in my backyard with my dog. I looked up at the big dipper to my north.Tr
2005-02-27 00:00:00.000,reno,nv,us,unknown,5100.00,A color-changing&#44 spark-like migrating light in the western sky -- seen in Reno&#44 NV ((NUFORC Note:  Possibly Sirius.  PD))
2005-02-27 00:05:00.000,new york city (staten island),ny,us,,2.00,Meteor seen in NYC midnight sky
2005-02-27 01:00:00.000,barneveld,ny,us,triangle,120.00,I was in bed and I heard what sounded like a high winds os&#44 I look outside my bedroom window. As I looked out&#44 I saw a very large black
2005-02-27 04:35:00.000,lexington,ky,us,unknown,300.00,Heavy vibration over house&#44 not attributable to aircraft of any kind.
2005-02-27 16:50:00.000,winchester,ca,us,changing,420.00,BLACK DISTINCT &quot;V&quot; SHAPE HOVERING&#44 CHANGED TO BALL SHAPE AND CREPT ACROSS SKY
2005-02-27 17:30:00.000,palmdale,ca,us,light,10.00,Pale green light moving slowly from west to east and then going straight up at a very fast speed and disappered.
2005-02-27 19:50:00.000,boise,id,us,disk,60.00,Golden lights formed what appeared to be windows on a large saucer shaped object in the Boise foothills area
2005-02-27 20:30:00.000,seattle,wa,us,light,60.00,2 star-like ufos criss-cross near university of washington campus.
2005-02-27 22:45:00.000,bedford,tx,us,oval,15.00,Object seen in sky over Bedford&#44 Texas February 27&#44 2005.
2006-02-27 04:30:00.000,terrace (canada),bc,ca,unknown,30.00,it may have been a jet
2006-02-27 10:17:00.000,lubbock,tx,us,other,3.00,No outline of the ship&#44 just appeared as six lights moving at great speeds&#44 Great Speed&#33
2006-02-27 19:20:00.000,emeryville,ca,us,unknown,1.00,Very bright green flash of light over Emeryville&#44 California.
2006-02-27 20:30:00.000,oak ridge,tn,us,fireball,10.00,3 Fireballs slowly crossing the night sky in Oak Ridge Tennessee.  About 10 seconds long.
2006-02-27 22:45:00.000,edmonton (canada),ab,ca,cigar,360.00,two crafts&#44 one ontop of the other&#44 flying in a straight line away from my view&#44 with lights blinking in sequence&#44 over Edmonton Canada
2007-02-27 01:00:00.000,new kensington,pa,us,other,240.00,Eastward object in SW Pennsylvania
2007-02-27 05:10:00.000,santa rosa,ca,us,triangle,720.00,Threee red-orange lights on a ridge overlooking the Sanat Rosa valley
2007-02-27 17:10:00.000,summerville,sc,us,sphere,300.00,Bright Sphere on Summerville&#44 South Carolina  02/27/07  500 Lights On Object0: Yes
2007-02-27 20:00:00.000,kingstree,sc,us,light,120.00,Each time they reappeared they were in a different spot&#44 almost as if they were warping to get to the next spot rather than flying.
2007-02-27 22:30:00.000,new york city,ny,us,cross,5.00,In a V Shaped Formation In the night sky&#44 Lasted about 2 seconds then bursted into a light ball that lasted about another 2 seconds.
2006-02-05 05:25:00.000,dahlonega,ga,us,diamond,7200.00,very large object with red blue and green lights&#44 hovering in the sky with approxamatly 30 degrees of movement  when movement was notic
2006-02-05 07:00:00.000,ypsilanti,mi,us,other,600.00,Boomerang style crafted spotted with no sound only lights on the craft.
2006-02-05 19:45:00.000,albert lea,mn,us,unknown,20.00,The object had no blinking lights and went in 3 different directions&#44 but those turns were faster than what an airplane could achieve
2006-02-05 23:00:00.000,yucaipa,ca,us,sphere,60.00,Orangish Light emitting flashes or sparks
2006-02-05 23:30:00.000,redlands,ca,us,light,30.00,i saw it at about 11:30 P.M. and it was a couple miles away from my house.It was an orange light that was fairly bright. It slowly move
2007-02-05 01:00:00.000,malden,ma,us,oval,10.00,Around 12:30am- 1:00am EST I heard a loud explosion will a smaller blast behind it. I ran to the window looking into the sky expecting
2007-02-05 12:30:00.000,new tazewell,tn,us,cigar,30.00,Metalic&#44very bright n shiney.Reddish color around tail fins
2007-02-05 17:45:00.000,douglasville,ga,us,cylinder,60.00,whitish cylinder shaped object stationary and wobbling
2007-02-05 19:15:00.000,prineville,or,us,unknown,150.00,Lights moving in a straight line&#44 slow and steadily close to the ground with a very slight sound.
2008-02-05 12:40:00.000,menifee,ca,us,circle,8.00,very effortlessly fast moving object I&#39ve ever seen in the sky
2008-02-05 19:10:00.000,spokane,wa,us,rectangle,120.00,Large&#44 low-flying square aircraft with lights in each corner moves quickly then makes a right turn
2008-02-05 20:05:00.000,silver springs,fl,us,unknown,60.00,1 red light  with many white lights caused vision to be distorted over silver springs florida
2008-02-05 22:00:00.000,miami,fl,us,circle,6.00,light copper sphere floats over my condo .. no lights .. i think it was a drone or some sort of monitoring unit
2009-02-05 01:00:00.000,kearney,ne,us,circle,600.00,Large&#44 round&#44 red light sighted in Kearney&#44 Nebraska silently flying very low and slow to the ground.
2009-02-05 06:30:00.000,maple valley,wa,us,triangle,180.00,Triangle shaped ufo in maple valey almost crashes
2009-02-05 07:15:00.000,olympia,wa,us,rectangle,5.00,This is to correct a prior report I made on or about Jan 2/2010. I apologize for being so far off in my estimation of the length of tim
2009-02-05 09:55:00.000,kokomo,in,us,other,600.00,i seen a bright light across the feild&#44 and i asked my dad to look at it&#44 and he said it was probably a plane&#44 but my mom said it was t
2009-02-05 14:15:00.000,gila bend,az,us,egg,900.00,Egg Shape over Gila Bend&#44Az.    2-5-09
2009-02-05 17:15:00.000,madison,al,us,other,300.00,Plane hoovering over Heritage Elementary School on County Line Rd.
2009-02-05 17:24:00.000,san diego,ca,us,fireball,15.00,A bright white fireball in the N about 1k high&#44 fell to the NE it was about to hit houses and vanished&#44 lasted15 secs.
2009-02-05 17:30:00.000,coral springs,fl,us,circle,30.00,around 5:30PM near Coral Springs looking towards the sunset a white orb was low came down fast then disappeared.. it was during the tim
2009-02-05 21:23:00.000,spearsville,la,us,triangle,360.00,3 slowly moving objects in a triangle form.
2009-02-05 21:35:00.000,pittsburg,ca,us,oval,30.00,I&#39ve never seen anything like it.
2009-02-05 22:30:00.000,cocoa,fl,us,changing,1800.00,Star looking object spliting in two sighted over Cocoa&#44 FL on SR 520  East
2009-02-05 22:45:00.000,new braunfels,tx,us,light,900.00,Observed unusual bright&#44 red/orange light hovering for at least 15 min.&#44 Texas Hill Country.  ((NUFORC Note:  Sighting of Venus??  PD))
2010-02-05 01:00:00.000,boulder,co,us,light,7200.00,large and bright blinking star begin to move&#44 stop&#44 move and stop erratically over the Flatirons
2010-02-05 18:00:00.000,langley,wa,us,triangle,10800.00,Triangles of colored lights&#44 two fairly stationary slowly moving higher in the night sky&#44 two darting about that sped off.
2010-02-05 19:15:00.000,benton city,wa,us,sphere,300.00,Bright orange and white lights low in the sky and then just disappeared.
2010-02-05 19:50:00.000,tatum,tx,us,other,600.00,Planes or UFO&#39s in East Texas?
2007-02-06 18:30:00.000,foothill ranch,ca,us,disk,600.00,A large sphere object  with many blinking lights in different colors.  ((NUFORC Note:  Possible flares over firing range.  PD))
2007-02-06 19:45:00.000,buckeye,az,us,light,900.00,Lights in the sky at Buckeye Arizona.  ((NUFORC Note:  Possibly flares over Gila Bend Firing Range.  PD))
2007-02-06 20:00:00.000,casa grande,az,us,light,420.00,Phoenix Lights all over again.   ((NUFORC Note:  Possibly flares over Gila Bend Firing Range.  PD))
2007-02-06 20:00:00.000,laconia,nh,us,disk,60.00,Disk with blinking colored lights
2007-02-06 20:00:00.000,scottsdale,az,us,other,300.00,Four strange lights sighted over Scottsdale&#44 Arizona  ((NUFORC Note:  Possibly flares over Gila Bend Firing Range.  PD))
2007-02-06 20:05:00.000,chandler,az,us,triangle,180.00,Lights similar to the Phoenix Lights sighted in SW Chandler&#44 AZ.  ((NUFORC Note:  Possibly flares over Gila Bend Firing Range.  PD))
2007-02-06 20:20:00.000,tucson,az,us,light,600.00,Seven bright orange lights in the western sky.  ((NUFORC Note:  Possibly flares over Gila Bend Firing Range.  PD))
2007-02-06 20:30:00.000,arizona city,az,us,circle,600.00,Big Orange orbs seen In Phoenix Az  ((NUFORC Note:  Possibly flares over Gila Bend Firing Range.  PD))
2007-02-06 20:45:00.000,liberty hill,tx,us,oval,120.00,solid red light aircraft
2007-02-06 21:00:00.000,phoenix,az,us,formation,1200.00,Phoenix lights - Again&#33
2007-02-06 21:00:00.000,prescott valley,az,us,triangle,600.00,Are the Phoenix Lights returning? Local sighting near Prescott Valley&#44 AZ  ((NUFORC Note:  Probably military flares.  PD))
2007-02-06 21:00:00.000,tempe,az,us,triangle,1800.00,Fast flying triangle shaped object with blinking lights over South Phoenix&#44 and Tempe&#44 AZ.  ((NUFORC Note:  Probably flares.  PD))
2007-02-06 23:30:00.000,miami,fl,us,light,1800.00,Beams of Light
2007-02-06 23:30:00.000,templeton,ca,us,oval,10.00,Bright Orange Glowing Oval Shaped craft over templeton
2007-02-06 23:45:00.000,cedar rapids,ia,us,cigar,1800.00,Power outage&#44 flash of light and two soundless hovering craft
2008-02-06 07:30:00.000,new iberia,la,us,cigar,300.00,((NUFORC Note:  Witness provides no information.  PD))
2008-02-06 19:25:00.000,gainesville,ga,us,formation,60.00,I saw 5 very bright lights in a horizontal row just sitting still in the night sky just over the tree line.
2008-02-06 21:05:00.000,laguna niguel,ca,us,fireball,5.00,bright flash like a comet
2008-02-06 21:30:00.000,garden grove,ca,us,flash,2.00,Flash of Blue Light
