company,bean_origin,cocoa_percent,company_location,rating,bean_type,broad_bean_origin
Caribeans,Costa Rica,0.72,Costa Rica,3.5,Forastero,Costa Rica
Caribeans,Costa Rica,0.8,Costa Rica,3.5,Forastero,Costa Rica
Coppeneur,Ghana Puristique,0.85,Germany,3.5,Forastero,Ghana
Coppeneur,Ecuador Puristique,1,Germany,3.5,Unknown,Ecuador
Coppeneur,Uba Budo,0.72,Germany,2,Forastero,Sao Tome & Principe
Coppeneur,Madagascar,0.7,Germany,2.5,Trinitario,Madagascar
Cravve,Tanzania- batch a1,0.75,Australia,3,Forastero,Tanzania
Cravve,Bahia- batch a1213,0.65,Australia,3.25,Trinitario,Brazil
Cravve,Namau Village- N. Taileva P.- batch a2812,0.67,Australia,3.5,Trinitario,Fiji
Cravve,Vanuatu,0.64,Australia,3.5,Trinitario,Vanuatu
Cravve,Djual Island,0.75,Australia,3.5,Forastero,Papua New Guinea
Dandelion,Upala,0.7,U.S.A.,3.5,Unknown,Costa Rica
Dandelion,Colombian,0.7,U.S.A.,3.5,Unknown,Colombia
Dandelion,Elvesia- 2011,0.7,U.S.A.,3.5,Unknown,Dominican Republic
Danta,Chuao,0.75,Guatemala,2.75,Trinitario,Venezuela
Danta,Los Ujuxtes,0.7,Guatemala,2.75,Unknown,Guatemala
Danta,Sambirano,0.7,Guatemala,2.75,Trinitario,Madagascar
Danta,Las Acacias E.,0.7,Guatemala,3,Criollo,Guatemala
Danta,Oscuro- Finca Chimelb,0.7,Guatemala,3,Unknown,Guatemala
Davis,West Africa,0.58,U.S.A.,3,Forastero,West Africa
Dick Taylor,Bolivia,0.75,U.S.A.,3,Unknown,Bolivia
Dick Taylor,Belize,0.72,U.S.A.,3.25,Trinitario,Belize
Domori,Morogoro,0.7,Italy,3.25,Unknown,Tanzania
Domori,Guasare,0.7,Italy,3.25,Criollo,Venezuela
Duffy's,Ocumare,0.72,U.K.,3.25,Unknown,Venezuela
Durand,Madagascar,0.82,France,3.25,Trinitario,Madagascar
Eclat (Felchlin),Maranon- Good & Evil- w/ nibs,0.72,U.S.A.,3.5,Forastero (Nacional),Peru
Escazu,Rio Caribe,0.7,U.S.A.,3.5,Trinitario,Venezuela
Franceschi,Canoabo,0.7,Venezuela,3.5,Unknown,Venezuela
Franceschi,Sur del Lago,0.6,Venezuela,3.5,Unknown,Venezuela
French Broad,Tumbes Coop,0.7,U.S.A.,3.5,Criollo,Peru
French Broad,Palo Blanco- Chulucanas,0.61,U.S.A.,3.5,Unknown,Peru
French Broad,Palo Blanco w/ panela- Chulucanas,0.81,U.S.A.,3.5,Unknown,Peru
Fresco,Markham Valley- #219- LR- MC,0.69,U.S.A.,3.5,Unknown,Papua New Guinea
Fresco,Markham Valley- #221- DR- MC,0.69,U.S.A.,3.75,Unknown,Papua New Guinea
Fresco,Sambirano Valley- #216- MR- LC,0.74,U.S.A.,3.75,Trinitario,Madagascar
Fresco,Markham Valley- #220- MR- MC,0.69,U.S.A.,4,Trinitario,Papua New Guinea
Fresco,Markham Valley- #222- LR- 0C,0.69,U.S.A.,4,Trinitario,Papua New Guinea
Friis Holm (Bonnat),Chuno- triple turned- Xoco,0.7,Denmark,4,Criollo- Trinitario,Nicaragua
Friis Holm (Bonnat),Red Mayan- Xoco,0.7,Denmark,4,Criollo- Trinitario,Honduras
Friis Holm (Bonnat),Chuno- double turned- Xoco,0.7,Denmark,3.5,Criollo- Trinitario,Nicaragua
Friis Holm (Bonnat),Rugoso- Xoco,0.7,Denmark,3,Unknown,Nicaragua
Fruition,Peru,0.7,U.S.A.,3.25,Unknown,Peru
Hotel Chocolat (Coppeneur),Sambirano,0.66,U.K.,3.25,Trinitario- Criollo,Madagascar
Indaphoria,La Red,0.7,U.S.A.,3.25,Unknown,Dominican Republic
Indaphoria,Conacado- Manifesto,0.7,U.S.A.,3.25,Unknown,Dominican Republic
iQ Chocolate,Satipo region- white label,0.72,Scotland,3.25,Criollo,Peru
iQ Chocolate,black label,0.72,Scotland,3.25,Unknown,Peru
Kakao,Peru,0.64,Germany,3.5,Unknown,Peru
L.A. Burdick (Felchlin),Peru,0.74,U.S.A.,3.5,Unknown,Peru
L.A. Burdick (Felchlin),Brazil,0.7,U.S.A.,3.5,Unknown,Brazil
L.A. Burdick (Felchlin),Chuao,0.68,U.S.A.,3.5,Trinitario,Venezuela
La Maison du Chocolat (Valrhona),Loma Sotavento,0.66,France,3.75,Unknown,Dominican Republic
Lajedo do Ouro,Catongo,0.7,Brazil,2.5,Forastero (Catongo),Brazil
L'Amourette,Carenero Superior,0.75,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Rio Caribe,0.75,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Blend,0.72,U.S.A.,3,Criollo,Peru- Ecuador- Venezuela
Lillie Belle,Perfect Illusion,0.65,U.S.A.,3.25,Criollo,Peru
Lillie Belle,Bolivia- Wild Thing,0.68,U.S.A.,3.75,Criollo,Bolivia
Lillie Belle,La Selva,0.68,U.S.A.,3.75,Unknown,Peru
Lillie Belle,Purple Haze,0.75,U.S.A.,3.75,Unknown,Venezuela- Dom. Rep.
Lillie Belle,The Other One- Grand Cru,0.74,U.S.A.,4,Unknown,Dominican Republic
Lillie Belle,Wild Thing,0.68,U.S.A.,2.5,Criollo,Bolivia
Madre,Hamakua Coast- Kokoleka,0.7,U.S.A.,3.25,Unknown,Hawaii
Madre,Criollo- Hawaii,0.7,U.S.A.,3.5,Criollo,Hawaii
Madre,Kaua'i,0.7,U.S.A.,3.5,Unknown,Hawaii
Mana,Conacado,0.74,U.S.A.,3.5,Unknown,Dominican Republic
Manoa,Liberia- #174,0.72,U.S.A.,4,Unknown,Liberia
Manoa,Hamakua- Hawaiian Crown- #176,0.72,U.S.A.,3,Unknown,Hawaii
Manoa,Piura,0.72,U.S.A.,3.5,Unknown,Peru
Manoa,Oahu- Winward- #151- Maunawili district,0.72,U.S.A.,2.75,Unknown,Hawaii
Manufaktura Czekolady,Grand Cru Dominican Republic,0.7,Poland,3.25,Unknown,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,0.7,Poland,3.25,Forastero,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,0.7,Poland,3,Unknown,Ecuador
Marou,Ba Ria,0.76,Vietnam,2.5,Trinitario,Vietnam
Marou,Dong Nai,0.72,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang- Gao Co-op,0.7,Vietnam,2.5,Trinitario,Vietnam
Marou,Ben Tre,0.78,Vietnam,2.75,Trinitario,Vietnam
Marou,Tien Giang,0.8,Vietnam,3.25,Trinitario,Vietnam
Marou,Lam Dong,0.74,Vietnam,3,Trinitario,Vietnam
Mast Brothers,Shake Shack,0.73,U.S.A.,3,Blend,Peru- Mad.- Dom. Rep.
Mast Brothers,Madagascar,0.72,U.S.A.,3,Trinitario,
Mast Brothers,Chuao,0.73,U.S.A.,3,Trinitario,Venezuela
Menakao (aka Cinagra),Madagascar,0.8,Madagascar,3.25,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,0.72,Madagascar,2.5,Trinitario,Madagascar
Michel Cluizel,Chiapas- Mokaya P.,0.66,France,2.75,Unknown,Mexico
Middlebury,Houseblend,0.65,U.S.A.,2.75,Unknown,Unknown
Middlebury,Alto Beni,0.75,U.S.A.,2.75,Criollo,Bolivia
Middlebury,Balinese- Java,0.7,U.S.A.,3,Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,0.7,U.S.A.,3,Unknown,Ecuador
Mita,Tumaco,0.65,Colombia,3,Unknown,Colombia
Naive,Grenada,0.71,Lithuania,3,Trinitario,Grenada
Noir d' Ebine,Venezuela,0.7,U.S.A.,3,Unknown,Venezuela
Noir d' Ebine,Ecuador,0.7,U.S.A.,3,Unknown,Ecuador
Nova Monda,La Patriota- cacao Indio- purple label,0.7,Nicaragua,3,Unknown,Nicaragua
Nova Monda,La Dalia- Matagalpa-cacao Bisesto-green label,0.75,Niacragua,3.25,Unknown,Nicaragua
Nova Monda,Punta Galera- cacao Nacional- gold label,0.8,Nicaragua,3.25,Forastero (Nacional),Ecuador
Orquidea,Peru,0.65,Peru,3.25,Unknown,Peru
Orquidea,Peru,0.72,Peru,3.5,Unknown,Peru
Pacari,Ecuador- raw,0.85,Ecuador,3.5,Unknown,Ecuador
Pacari,Piura,0.7,Ecuador,3.5,Unknown,Peru
Pomm (aka Dead Dog),La Red- 2011,0.76,U.S.A.,3.5,Unknown,Dominican Republic
Pomm (aka Dead Dog),Peru,0.82,U.S.A.,3.5,Criollo,Peru
Pura Delizia,Venezuela,0.73,Italy,3.5,Unknown,Venezuela
Q Chocolate,Brazil,0.6,Brazil,3.5,Unknown,Brazil
Q Chocolate,Brazil,0.65,Brazil,3.75,Unknown,Brazil
Raaka,Madagascar,0.75,U.S.A.,2,Trinitario,Madagascar
Raw Cocoa,Raw,0.7,Poland,2.75,Criollo,Unknown
Ritual,Sambirano,0.75,U.S.A.,2.75,Trinitario,Madagascar
Ritual,Camino Verde P.- 2012- Balao- Guayas,0.75,U.S.A.,2.75,Nacional (Arriba),Ecuador
Ritual,Gran Couva,0.75,U.S.A.,3,Trinitario,Trinidad
Rococo (Grenada Chocolate Co.),Gru Grococo- St. Andrews,0.66,U.K.,3,Trinitario,Grenada
Rogue,Camino Verde P.- Balao- Guayas,0.75,U.S.A.,3.25,Nacional (Arriba),Ecuador
Rozsavolgyi,Sur del Lago,0.84,Hungary,3.25,Unknown,Venezuela
Rozsavolgyi,Rio Caribe Superior- Paria Penninsula,0.76,Hungary,3.5,Trinitario,Venezuela
Rozsavolgyi,Sambirano- Akesson Estate,0.72,Hungary,2.5,Trinitario,Madagascar
Sacred,Midnight,0.83,U.S.A.,2.75,Unknown,Central and S. America
Sacred,Twilight,0.69,U.S.A.,3,Unknown,Central and S. America
Scharffen Berger,San Juan de Cheni,0.78,U.S.A.,3,Unknown,Peru
Sibu Sura,Peru,0.7,U.S.A.,3,Unknown,Peru
Soma,Noula Coop,0.7,Canada,3.25,Unknown,Haiti
Soma,O'ahu,0.7,Canada,3.5,Unknown,Hawaii
Soma,Dual Origins- Sambirano- Elvesia,0.7,Canada,3.5,Blend,Dom. Rep.- Madagascar
Soma,Dancing in Your Head- 5 bean blend,0.7,Canada,2.75,Blend,Gre.- PNG- Haw.- Haiti- Mad
Soma,Cahabon Region,0.7,Canada,3.25,Trinitario,Guatemala
Soma,Carenero Superior,0.7,Canada,3.5,Trinitario,Venezuela
Soma,Eastern Promises,0.7,Canada,3,Blend,Mad.- Java- PNG
Soma,Papua New Guinea,0.85,Canada,3.5,Trinitario,Papua New Guinea
Spagnvola,AgroCriso Plantation,0.7,U.S.A.,3.75,Unknown,Dominican Republic
Spagnvola,AgroCriso Plantation,0.8,U.S.A.,3.75,Unknown,Dominican Republic
Spagnvola,AgroCriso Plantation,0.75,U.S.A.,3.5,Unknown,Dominican Republic
Stella (aka Bernrain),Bahia- Agri-Forestal Plantation- 2010,0.68,Switzerland,3.5,Trinitario,Brazil
StRita Supreme,Samar- East Visayas region,0.65,U.S.A.,3.5,Unknown,Philippines
StRita Supreme,Samar- East Visayas region,0.7,U.S.A.,3.75,Unknown,Philippines
StRita Supreme,Samar- East Visayas region,0.75,U.S.A.,4,Unknown,Philippines
Szanto Tibor,Santo Domingo,0.7,Hungary,2.75,Unknown,Dominican Republic
Szanto Tibor,Millot Plantation,0.7,Hungary,3.5,Unknown,Madagascar
Szanto Tibor,Ayacucho- El Guinacho,0.7,Hungary,2.75,Unknown,Peru
TCHO,Peru- Ecuador,0.99,U.S.A.,3,Unknown,Peru- Ecuador
Tejas,Concepcion,0.7,U.S.A.,3,Unknown,Madagascar
Tejas,Bayou Blend,0.7,U.S.A.,3.25,Blend,Ecuador- Mad.- PNG
Tejas,Aranama,0.7,U.S.A.,3.25,Unknown,Papua New Guinea
Tejas,Presidio,0.7,U.S.A.,2.75,Unknown,Dominican Republic
Tejas,La Bahia- w/ cane juice,0.7,U.S.A.,2.75,Unknown,Ecuador
Tejas,Capistrano,0.7,U.S.A.,3.25,Unknown,Peru
Tejas,La Bahia- w/ cane sugar,0.7,U.S.A.,3.5,Unknown,Ecuador
Tejas,San Jose,0.7,U.S.A.,2,Unknown,Bolivia
Tejas,Capistrano*,0.7,U.S.A.,2.5,Unknown,Madagascar
Tejas,Espada,0.7,U.S.A.,3,Unknown,Mexico
Tejas,Espada,0.7,U.S.A.,3.25,Unknown,Brazil
Tejas,Concepcion*,0.8,U.S.A.,3.5,Unknown,Venezuela
Tejas,San Jose,0.67,U.S.A.,2.5,Unknown,Bolivia
Tejas,Bahia- Floresta Azul-Good Friends Reserve#3,0.7,U.S.A.,2.75,Forastero (Parazinho),Brazil
Theo,Congo w/ nibs,0.65,U.S.A.,2.75,Forastero,Congo
Tobago Estate (Pralus),Roxborough- Tobago,0.7,France,3.5,Trinitario,Tobago
Tocoti,Wild Bolivian- Jungle Love,0.77,U.S.A.,3.5,Criollo,Bolivia
Valrhona,Otucan- Grand Cru,0.69,France,3.5,Unknown,Venezuela
Vanleer (Barry Callebaut),Manhattan,0.72,U.S.A.,3.5,Forastero,Ghana
Vanleer (Barry Callebaut),Napa,0.65,U.S.A.,3.5,Forastero,Ghana
Videri,Classic,0.7,U.S.A.,3.75,Unknown,Central and S. America
Vietcacao (A. Morin),Ben Tre- Mekong Delta- MoCay,0.7,France,2.5,Trinitario,Vietnam
Woodblock,Ecuador,0.7,U.S.A.,1.75,Unknown,Ecuador
Woodblock,Costa Rica,0.7,U.S.A.,2.75,Unknown,Costa Rica
Woodblock,Sambirano,0.7,U.S.A.,4,Trinitario,Madagascar
Zotter,Bocas del Toro- Cocabo Co-op,0.72,Austria,2.5,Unknown,Panama
Zotter,Amazonas Frucht,0.65,Austria,2.5,Unknown,Unknown
Zotter,Satipo Pangoa region- 16hr conche,0.7,Austria,2.75,Criollo (Amarru),Peru
Zotter,Satipo Pangoa region- 20hr conche,0.7,Austria,2.75,Criollo (Amarru),Peru
Zotter,Loma Los Pinos- Yacao region- D.R.,0.62,Austria,2.75,Unknown,Dominican Republic
Zotter,El Oro,0.75,Austria,2.75,Forastero (Nacional),Ecuador
Zotter,Huiwani Coop,0.75,Austria,2.75,Criollo- Trinitario,Papua New Guinea
Zotter,El Ceibo Coop,0.9,Austria,3,Unknown,Bolivia
Zotter,Santo Domingo,0.7,Austria,3,Unknown,Dominican Republic
Zotter,Kongo- Highlands,0.68,Austria,3,Forastero,Congo
Zotter,Indianer- Raw,0.58,Austria,3,Unknown,Unknown
A. Morin,Panama,0.7,France,3,Unknown,Panama
A. Morin,Madagascar,0.7,France,3,Criollo,Madagascar
A. Morin,Brazil,0.7,France,3,Unknown,Brazil
A. Morin,Equateur,0.7,France,3,Unknown,Ecuador
A. Morin,Colombie,0.7,France,3.25,Unknown,Colombia
A. Morin,Birmanie,0.7,France,3.5,Unknown,Burma
A. Morin,Papua New Guinea,0.7,France,3.5,Unknown,Papua New Guinea
A. Morin,Chuao,0.7,France,3.5,Trinitario,Venezuela
A. Morin,Piura,0.7,France,3,Unknown,Peru
A. Morin,Chanchamayo Province,0.7,France,3,Unknown,Peru
A. Morin,Chanchamayo Province,0.63,France,3,Unknown,Peru
Alain Ducasse,Chuao,0.75,France,3.25,Trinitario,Venezuela
Alain Ducasse,Piura- Perou,0.75,France,3.5,Unknown,Peru
Altus aka Cao Artisan,Sur del Lago,0.6,U.S.A.,3.5,Unknown,Venezuela
Altus aka Cao Artisan,Conacado,0.6,U.S.A.,3.75,Trinitario,Dominican Republic
Altus aka Cao Artisan,Bolivia,0.8,U.S.A.,3.75,Unknown,Bolivia
Altus aka Cao Artisan,Bolivia,0.6,U.S.A.,3.25,Unknown,Bolivia
Altus aka Cao Artisan,Peru,0.6,U.S.A.,3.5,Unknown,Peru
Amazona,LamasdelChanka- San Martin- Oro Verde coop,0.72,Peru,3.75,Unknown,Peru
Amazona,Bellavista Gran Pajeten- San Martin,0.73,Peru,3.75,Trinitario,Peru
AMMA,Catongo,0.75,Brazil,3.75,Forastero (Catongo),Brazil
Artisan du Chocolat,Trinidad- Heritage- Limited ed.,0.72,U.K.,3.75,Trinitario,Trinidad
Artisan du Chocolat (Casa Luker),Orinoqua Region- Arauca,0.72,U.K.,4,Trinitario,Colombia
Benoit Nihant,Baracoa,0.74,Belgium,4,Trinitario,Cuba
Benoit Nihant,Chuao,0.74,Belgium,4,Criollo,Venezuela
Benoit Nihant,Cuyagua Village,0.74,Belgium,4,Criollo,Venezuela
Benoit Nihant,Rio Peripa H.,0.73,Belgium,2.5,Trinitario,Ecuador
Blanxart,Congo- Grand Cru,0.82,Spain,2.75,Forastero,Congo
Bonnat,Maragnam,0.75,France,3.25,Unknown,Brazil
Bonnat,Gabon,0.75,France,3,Unknown,Gabon
Brasstown aka It's Chocolate,Cooproagro,0.72,U.S.A.,2.75,Trinitario,Dominican Republic
Brasstown aka It's Chocolate,Camino Verde- Guayas,0.7,U.S.A.,3,Unknown,Ecuador
Brasstown aka It's Chocolate,Ghana,0.75,U.S.A.,2.25,Forastero,Ghana
Brasstown aka It's Chocolate,Chuao- Mantuano blend,0.85,U.S.A.,3.25,Trinitario,Venezuela
Breeze Mill,Jamaica,0.7,U.S.A.,3.25,Trinitario,Jamaica
Bronx Grrl Chocolate,Dominican Republic,0.68,U.S.A.,3.5,Unknown,Dominican Republic
Cacaosuyo (Theobroma Inversiones),Piura,0.7,Peru,2.75,Unknown,Peru
C-Amaro,Ecuador,1,Italy,3.5,Unknown,Ecuador
Castronovo,Bolivia,0.7,U.S.A.,2,Trinitario,Bolivia
Castronovo,Conacado,0.73,U.S.A.,2.75,Trinitario,Dominican Republic
Castronovo,San Martin,0.7,U.S.A.,3.5,Criollo,Peru
Castronovo,Guaniamo- Amazonas,0.7,U.S.A.,3.5,Unknown,Venezuela
Castronovo,Nicaragua,0.72,U.S.A.,4,Trinitario,Nicaragua
Castronovo,Tumbes,0.7,U.S.A.,3,Criollo,Peru
Castronovo,Guaniamo,0.72,U.S.A.,3.25,Unknown,Venezuela
Chokolat Elot (Girard),Guadeloupe,0.42,Martinique,3.25,Unknown,Martinique
Coppeneur,Ecuador- Puristique,0.65,Germany,3.5,Forastero (Nacional),Ecuador
Dandelion,Cumboto- farmer Jose Lugo,0.7,U.S.A.,2.5,Unknown,Venezuela
Dandelion,Patanemo,0.7,U.S.A.,3.75,Unknown,Venezuela
Dandelion,Mantuano- 2012,0.7,U.S.A.,2.5,Unknown,Venezuela
Dandelion,Papua New Guinea,0.7,U.S.A.,2.5,Unknown,Papua New Guinea
Davis,Ghana,0.7,U.S.A.,2.75,Forastero,Ghana
Davis,Rainforest,0.7,U.S.A.,2.75,Unknown,Dominican Republic
Davis,Venezuela,0.7,U.S.A.,3,Unknown,Venezuela
Dick Taylor,Ecuador- Choc. Garage Exclusive,0.7,U.S.A.,3,Unknown,Ecuador
Dick Taylor,Camino Verde,0.76,U.S.A.,3,Unknown,Ecuador
Domori,IL100- H. San Jose,1,Italy,3.5,Criollo,Venezuela
Emerald Estate,Emerald Estate,0.6,St. Lucia,2.75,Unknown,St. Lucia
Emerald Estate,Emerald Estate,0.7,St. Lucia,2.75,Unknown,St. Lucia
French Broad,Palo Blanco- Chulucanas,0.66,U.S.A.,3.75,Unknown,Peru
Fresco,Conacado- #223- MR- SC,0.72,U.S.A.,2,Unknown,Dominican Republic
Fresco,Conacado- #224- MR- MC,0.72,U.S.A.,3,Unknown,Dominican Republic
Fresco,San Martin- Bellavista Coop- #226- DR- MC,0.7,U.S.A.,2.5,Unknown,Peru
Fresco,Bellavista Coop- #225- LR- MC- CG Exclusive,0.7,U.S.A.,2.75,Trinitario,Peru
Friis Holm (Bonnat),Barba- Xoco,0.7,Denmark,3,Unknown,Nicaragua
Friis Holm (Bonnat),Medagla- Xoco,0.7,Denmark,3.25,Unknown,Nicaragua
Fruition,La Red,0.7,U.S.A.,3.25,Unknown,Dominican Republic
Fruition,Camino Verde,0.75,U.S.A.,3.25,Unknown,Ecuador
Guittard,Haiti,0.65,U.S.A.,3.25,Unknown,Haiti
Guittard,Nicaragua,0.65,U.S.A.,2.75,Unknown,Nicaragua
Guittard,Jamaica,0.65,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Ecuador,0.65,U.S.A.,3.75,Unknown,Ecuador
Hotel Chocolat,Marcial- single Cote- 2012,0.7,U.K.,3.75,Trinitario,St. Lucia
Hotel Chocolat,Island Growers- 2012- 120hr c.,1,U.K.,3,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,0.75,U.K.,3,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,0.8,U.K.,3.25,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),Los Rios- H. Iara,0.9,U.K.,3.25,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),Somia Plantation- Akesson- 2012,0.72,U.K.,3.5,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),Los Rios- H. Iara- 2012,0.82,U.K.,3.75,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),Chanchamayo- Pichanadi- 2012- 60hr c.,1,U.K.,3.75,Unknown,Peru
Hotel Chocolat (Coppeneur),Los Rios- H. Iara- 2012- 120hr c.,1,U.K.,3.75,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),Conacado- 2012- 120hr c.,1,U.K.,4,Unknown,Dominican Republic
Hummingbird,Ocumare- Cumboto,0.7,Canada,2.25,Trinitario- Criollo,Venezuela
Hummingbird,Amazonas,0.7,Canada,2.5,Forastero,Venezuela
Idilio (Felchlin),Chuao- Venezuela,0.72,Switzerland,3,Trinitario,Venezuela
Kah Kow,Rizek Cacao- Cibao Valley- Domin. Rep.,0.7,Domincan Republic,3,Unknown,Dominican Republic
Kah Kow,Rizek Cacao- Domin. Rep.,0.82,Domincan Republic,2.75,Unknown,Dominican Republic
Kah Kow,Rizek Cacao- Domin. Rep.,0.55,Domincan Republic,3,Unknown,Dominican Republic
Kah Kow,Rizek Cacao- Domin. Rep.,0.62,Domincan Republic,3.25,Unknown,Dominican Republic
Kerchner,La Red- Project Reserva- Guaconejo,0.7,U.S.A.,3.25,Unknown,Dominican Republic
La Maison du Chocolat (Valrhona),Cuana- 2013,0.74,France,3.25,Unknown,Africa- Carribean- C. Am.
La Maison du Chocolat (Valrhona),Tobago,0.6,France,3.5,Unknown,Tobago
La Maison du Chocolat (Valrhona),Acarigua- w/ nibs,0.56,France,3.5,Unknown,Ecuador
Loiza,Puerto Rico,0.65,Puerto Rico,3.5,Unknown,Puerto Rico
Lonohana,Opaeula Estate- O'ahu- Nene- CG Exclusive,0.71,U.S.A.,3.5,Unknown,Hawaii
Lonohana,Opaeula Estate- O'ahu- Ele'ele,0.72,U.S.A.,3.75,Unknown,Hawaii
Lonohana,Hawaiian Crown- Kona Vanilla,0.7,U.S.A.,2.5,Unknown,Hawaii
Madre,Puerto Rico,0.7,U.S.A.,3.25,Unknown,Puerto Rico
Madre,Brazil,0.7,U.S.A.,2.75,Unknown,Brazil
Madre,Choobua- Kona,0.7,U.S.A.,2.75,Unknown,Hawaii
Madre,Xocunusco- Chiapas- Pichucalco,0.7,U.S.A.,2.75,Unknown,Mexico
Malagos,Davao- Mt. Talamo foothills,0.65,Philippines,2.75,Trinitario,Philippines
Manoa,Waiahole- O'ahu,0.72,U.S.A.,3,Unknown,Hawaii
Marou,Tan Phu Dong- Treasure Island,0.75,Vietnam,3,Trinitario,Vietnam
Marsatta,Dominican Republic,0.74,U.S.A.,3.25,Unknown,Dominican Republic
Marsatta,Dominican Republic,0.89,U.S.A.,3.25,Unknown,Dominican Republic
Matale,Malekula P.- 2013,0.72,Australia,3.5,Trinitario,Vanuatu
Matale,Somia- 2013,0.68,Australia,3.75,Trinitario,Madagascar
Matale,Kulili P.- 2013,0.74,Australia,3.5,Trinitario,Papua New Guinea
Matale,Blend,0.7,Australia,2.5,Trinitario,PNG- Vanuatu- Mad
Middlebury,La Red,0.75,U.S.A.,3,Unknown,Dominican Republic
Middlebury,Belize,0.8,U.S.A.,3,Trinitario,Belize
Millcreek Cacao Roasters,Ecuador,0.7,U.S.A.,3,Forastero (Nacional),Ecuador
Moho,Toledo District- w/ nibs,0.73,U.S.A.,3.5,Trinitario,Belize
Moho,Toledo District,0.72,U.S.A.,3,Trinitario,Belize
Nahua,Costa Rica- Oscuro,0.58,Costa Rica,3.25,Unknown,Costa Rica
Nahua,Costa Rica- Oscuro,0.7,Costa Rica,3.25,Unknown,Costa Rica
Naive,Trinidad & Tobago,0.7,Lithuania,3.25,Unknown,Trinidad- Tobago
Naive,Maranon Canyon- Fortunato No. 4,0.78,Lithuania,3.25,Forastero (Nacional),Peru
Nanea,Criollo Blend,0.85,U.S.A.,3.5,Unknown,Hawaii
Night Owl,Peru,0.75,U.S.A.,3.5,Unknown,Peru
Night Owl,Ecuador,0.75,U.S.A.,3.5,Unknown,Ecuador
organicfair,Maya Mountain,0.74,Canada,3.5,Trinitario,Belize
organicfair,La Red,0.72,Canada,3.5,Unknown,Dominican Republic
organicfair,Nicaraqua,0.72,Canada,3,Trinitario,Nicaragua
organicfair,Caribe,0.72,Canada,2.75,Unknown,Dominican Republic
organicfair,Mindo,0.72,Canada,3,Trinitario,Ecuador
Pascha,Peru,0.55,Peru,3.5,Unknown,Peru
Pascha,Peru,0.7,Peru,3.5,Unknown,Peru
Patric,Piura- Choc. Garage Exclusive,0.67,U.S.A.,3.5,Unknown,Peru
Q Chocolate,Brazil,0.75,Brazil,3.75,Unknown,Brazil
Q Chocolate,Brazil,0.85,Brazil,3,Unknown,Brazil
Q Chocolate,Brazil,0.55,Brazil,2.5,Unknown,Brazil
Q Chocolate,Brazil,0.8,Brazil,3,Unknown,Brazil
Ritual,Toledo District- Maya,0.75,U.S.A.,3,Trinitario,Belize
Ritual,Maranon- Cajamarca,0.75,U.S.A.,3.25,Forastero (Nacional),Peru
Robert (aka Chocolaterie Robert),Madagascar,0.75,Madagascar,3.5,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,0.68,Madagascar,3.75,Trinitario,Madagascar
Rogue,Akessons Estate- Sambirano- 2013,0.7,U.S.A.,2,Trinitario,Madagascar
Rogue,Hispaniola- 2013,0.7,U.S.A.,2.75,Unknown,Dominican Republic
Rogue,Silvestre- Batch 7- 2013,0.75,U.S.A.,3,Unknown,Bolivia
Rogue,Bachelor's Hall E.- St. Thomas Parish,0.75,U.S.A.,3,Trinitario,Jamaica
Solstice,Sambirano,0.7,U.S.A.,3.5,Trinitario,Madagascar
Solstice,Amazonas,0.7,U.S.A.,1.5,Unknown,Venezuela
Solstice,Bolivia,0.7,U.S.A.,2.25,Unknown,Bolivia
Solstice,San Martin,0.7,U.S.A.,3.5,Unknown,Peru
Solstice,Wasatch,0.7,U.S.A.,3.5,Blend,Unknown
Soma,Rizek Cacao- Domin. Rep.,0.77,Canada,3.75,Trinitario,Dominican Republic
Soma,Java,0.7,Canada,4,Criollo,Indonesia
Soma,Apurimac- El Quinacho Co-op,0.7,Canada,2.5,Criollo,Peru
Soma,Sangre Grande P.- Trinidad,0.7,Canada,2.75,Trinitario,Trinidad
Soma,Chef's Blend,0.7,Canada,2.75,Unknown,Unknown
Soma,Patanemo,0.7,Canada,2.75,Criollo,Venezuela
Soma,Crazy 88,0.88,Canada,2.75,Unknown,Guat.- D.R.- Peru- Mad.- PNG
Soma,Maracaibo- El Vigia,0.7,Canada,2.75,Criollo,Venezuela
Soma,Equator,0.67,Canada,3.25,Unknown,Peru- Dom. Rep
Soma,Orinoco,0.7,Canada,3.25,Forastero,Venezuela
